CID	Name	Structure Path	Number of Atoms	Total Charge	HOMO-LUMO gap
7074906	(3S,10bR)-3-butyl-5,10b-dimethyl-2,3,4,6,7,8,9,10-octahydro-1H-cyclopenta[a]quinolizin-5-ium	/Users/marcelmueller/source/randommolecules/example/7074906/7074906_opt.xyz	51	1	4.662
7078116	(2S)-azepan-1-ium-2-carboxylate	/Users/marcelmueller/source/randommolecules/example/7078116/7078116_opt.xyz	23	0	4.329
7088788	butyl (4R)-4-(3-bromo-4-methoxyphenyl)-6-methyl-2-oxo-3,4-dihydro-1H-pyrimidine-5-carboxylate	/Users/marcelmueller/source/randommolecules/example/7088788/7088788_opt.xyz	45	0	3.146
7094269	(3E)-3-[(4-fluorophenyl)hydrazinylidene]-1-(morpholin-4-ylmethyl)indol-2-one	/Users/marcelmueller/source/randommolecules/example/7094269/7094269_opt.xyz	45	0	2.058
7120050	3-(4-fluorophenyl)-2-sulfanylidene-1H-[1]benzofuro[3,2-d]pyrimidin-4-one	/Users/marcelmueller/source/randommolecules/example/7120050/7120050_opt.xyz	31	0	1.769
7128808	(3S)-1,2,3,4-tetrahydroisoquinoline-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/7128808/7128808_opt.xyz	25	0	3.996
7130477	6-[(3S)-3-methylpiperidin-1-yl]-N-(2-phenylethyl)pyridin-1-ium-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/7130477/7130477_opt.xyz	50	1	1.468
7135907	ethyl 2-[(4-ethoxybenzoyl)amino]-6-ethyl-4,5,6,7-tetrahydrothieno[2,3-c]pyridin-6-ium-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/7135907/7135907_opt.xyz	55	1	2.578
7149211	[2-oxo-2-(pentan-3-ylamino)ethyl] 2-amino-5-bromobenzoate	/Users/marcelmueller/source/randommolecules/example/7149211/7149211_opt.xyz	39	0	2.645
7158078	N-[(2R)-1-(cyclohexylamino)-3-methyl-1-oxobutan-2-yl]adamantane-1-carboxamide	/Users/marcelmueller/source/randommolecules/example/7158078/7158078_opt.xyz	62	0	4.313
7159283	(6S)-6-(4-methylphenyl)-1-phenylhept-1-en-3-one	/Users/marcelmueller/source/randommolecules/example/7159283/7159283_opt.xyz	43	0	2.488
7172043	4-(4-bromophenyl)-2-phenylpyrazol-3-amine	/Users/marcelmueller/source/randommolecules/example/7172043/7172043_opt.xyz	31	0	3.161
7185236	3-(3-chlorophenyl)-5-(3-pyridin-4-yl-1,2,4-oxadiazol-5-yl)triazol-4-amine	/Users/marcelmueller/source/randommolecules/example/7185236/7185236_opt.xyz	34	0	2.253
7187332	[2-oxo-2-(propan-2-ylcarbamoylamino)ethyl] (E)-3-(4-methylphenyl)prop-2-enoate	/Users/marcelmueller/source/randommolecules/example/7187332/7187332_opt.xyz	42	0	2.869
7196252	N'-[(2-methoxyphenyl)methyl]-N-[[(2R)-3-(thiophene-2-carbonyl)-1,3-oxazolidin-2-yl]methyl]oxamide	/Users/marcelmueller/source/randommolecules/example/7196252/7196252_opt.xyz	49	0	3.047
7197492	[amino-[(4-methoxy-3-methylphenyl)sulfonylamino]methylidene]-[2-(3,4-dimethoxyphenyl)ethyl]azanium	/Users/marcelmueller/source/randommolecules/example/7197492/7197492_opt.xyz	54	1	1.858
7201872	methyl 4-[4-oxo-2-[(1S)-1-(2-phenylethylamino)ethyl]quinazolin-3-yl]butanoate	/Users/marcelmueller/source/randommolecules/example/7201872/7201872_opt.xyz	56	0	2.705
7215756	1-(2-chlorophenyl)-3-[(3R)-1-(4-fluorophenyl)-5-oxopyrrolidin-3-yl]urea	/Users/marcelmueller/source/randommolecules/example/7215756/7215756_opt.xyz	39	0	3.742
7224234	[(1S)-2-(ethylcarbamoylamino)-2-oxo-1-phenylethyl] 2-(furan-2-ylmethylamino)benzoate	/Users/marcelmueller/source/randommolecules/example/7224234/7224234_opt.xyz	54	0	2.609
7232815	(2R)-2-(2,4-dichlorophenoxy)-1-(2,3-dihydroindol-1-yl)propan-1-one	/Users/marcelmueller/source/randommolecules/example/7232815/7232815_opt.xyz	37	0	3.575
7240697	2-[[4-amino-5-(naphthalen-1-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl]-N-[(1R,2S,3S)-2,3-dimethylcyclohexyl]acetamide	/Users/marcelmueller/source/randommolecules/example/7240697/7240697_opt.xyz	59	0	3.111
7289282	[(2R)-2-(2,4-dimethoxyphenyl)-1,3-thiazolidin-3-yl]-(4-ethylphenyl)methanone	/Users/marcelmueller/source/randommolecules/example/7289282/7289282_opt.xyz	48	0	3.354
7307522	[(1R)-1-(1H-benzimidazol-2-yl)-2-(4-hydroxyphenyl)ethyl]azanium	/Users/marcelmueller/source/randommolecules/example/7307522/7307522_opt.xyz	35	1	2.132
7313171	(4S,7R)-7-(4-chlorophenyl)-4-(2-ethoxyphenyl)-2-methyl-5-oxo-4,6,7,8-tetrahydro-3H-quinoline-3-carbonitrile	/Users/marcelmueller/source/randommolecules/example/7313171/7313171_opt.xyz	53	0	2.315
7322427	5-(1,3-benzodioxol-5-yloxy)-N-[(2R)-2-ethylhexyl]-1H-indole-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/7322427/7322427_opt.xyz	58	0	2.778
7325119	[amino-[(4,6-dimethylpyrimidin-2-yl)amino]methylidene]-(2,2,6,6-tetramethylpiperidin-1-ium-4-yl)azanium	/Users/marcelmueller/source/randommolecules/example/7325119/7325119_opt.xyz	52	2	2.736
7341385	N-[(Z)-(3-ethoxy-4-phenylmethoxyphenyl)methylideneamino]-2-(4-methylanilino)acetamide	/Users/marcelmueller/source/randommolecules/example/7341385/7341385_opt.xyz	58	0	2.523
7355583	[2-(2-cyanoanilino)-2-oxoethyl] (E)-3-[4-(trifluoromethyl)phenyl]prop-2-enoate	/Users/marcelmueller/source/randommolecules/example/7355583/7355583_opt.xyz	40	0	2.774
7365065	[2-oxo-2-(4-phenyldiazenylanilino)ethyl] (1R,2R)-2-methylcyclopropane-1-carboxylate	/Users/marcelmueller/source/randommolecules/example/7365065/7365065_opt.xyz	44	0	0.769
7376709	N-(1-cyanocyclohexyl)-2-[[5-(4-methylanilino)-1,3,4-thiadiazol-2-yl]sulfanyl]acetamide	/Users/marcelmueller/source/randommolecules/example/7376709/7376709_opt.xyz	47	0	2.756
7385554	N-(3-acetylphenyl)-2-[[1-[2-(dimethylamino)ethyl]-2-oxo-6,7-dihydro-5H-cyclopenta[d]pyrimidin-4-yl]sulfanyl]acetamide	/Users/marcelmueller/source/randommolecules/example/7385554/7385554_opt.xyz	55	0	1.923
7387231	[(5S,10bS)-9-chloro-2-(4-methylphenyl)-5,10b-dihydro-1H-pyrazolo[1,5-c][1,3]benzoxazin-5-yl]-phenylmethanone	/Users/marcelmueller/source/randommolecules/example/7387231/7387231_opt.xyz	48	0	2.028
7396431	[2-[bis(prop-2-enyl)amino]-2-oxoethyl]-[2-[(2R)-2-(4-fluorophenyl)-1,3-thiazolidin-3-yl]-2-oxoethyl]-propan-2-ylazanium	/Users/marcelmueller/source/randommolecules/example/7396431/7396431_opt.xyz	60	1	3.128
7406237	[2-[2-(cyclohexen-1-yl)ethylamino]-2-oxoethyl]-cyclopentylazanium	/Users/marcelmueller/source/randommolecules/example/7406237/7406237_opt.xyz	45	1	3.180
7415335	[2-(3,4-dichloroanilino)-2-oxoethyl] 2-(6-hydroxy-1-benzofuran-3-yl)acetate	/Users/marcelmueller/source/randommolecules/example/7415335/7415335_opt.xyz	39	0	2.981
7417876	[2-[[(2S)-butan-2-yl]amino]-2-oxoethyl] 3-(4-fluorophenyl)-1-phenylpyrazole-4-carboxylate	/Users/marcelmueller/source/randommolecules/example/7417876/7417876_opt.xyz	51	0	3.294
7434247	[2-[4-(2,2-dimethylpropanoylamino)phenyl]-2-oxoethyl] cyclopropanecarboxylate	/Users/marcelmueller/source/randommolecules/example/7434247/7434247_opt.xyz	43	0	2.947
7444452	N-[(1S)-1-(3-chlorophenyl)ethyl]-2-[[5-(2-fluorophenyl)-1,3,4-oxadiazol-2-yl]sulfanyl]acetamide	/Users/marcelmueller/source/randommolecules/example/7444452/7444452_opt.xyz	41	0	2.675
7462555	5-[(3S,5S)-3,5-dimethylpiperidin-1-yl]-2-[(E)-2-phenylethenyl]-1,3-oxazole-4-carbonitrile	/Users/marcelmueller/source/randommolecules/example/7462555/7462555_opt.xyz	44	0	2.179
7469361	[2-(4-cyclohexylphenyl)-2-oxoethyl] 2,4-dimethyl-1,3-thiazole-5-carboxylate	/Users/marcelmueller/source/randommolecules/example/7469361/7469361_opt.xyz	48	0	2.756
7483452	[2-(3,4-difluorophenyl)-2-oxoethyl] 3-hydroxybenzoate	/Users/marcelmueller/source/randommolecules/example/7483452/7483452_opt.xyz	31	0	2.303
7511589	2-[(4-ethoxy-1,3-benzothiazol-2-yl)-(4-fluorobenzoyl)amino]ethyl-diethylazanium	/Users/marcelmueller/source/randommolecules/example/7511589/7511589_opt.xyz	56	1	2.300
7511930	2-[(5,7-dimethyl-1,3-benzothiazol-2-yl)-[(E)-3-thiophen-2-ylprop-2-enoyl]amino]ethyl-diethylazanium	/Users/marcelmueller/source/randommolecules/example/7511930/7511930_opt.xyz	56	1	2.337
7517202	N-(1-acetyl-3,4-dihydro-2H-quinolin-7-yl)-3,4-diethoxybenzamide	/Users/marcelmueller/source/randommolecules/example/7517202/7517202_opt.xyz	54	0	3.133
7518682	[2-[[3-(4-methylphenyl)-1,2-oxazol-5-yl]amino]-2-oxoethyl] 2,4-dimethylbenzoate	/Users/marcelmueller/source/randommolecules/example/7518682/7518682_opt.xyz	47	0	3.333
7528584	2-[[5-(3-methylphenyl)-4-propyl-1,2,4-triazol-3-yl]sulfanyl]-N-(2-methylsulfanylphenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/7528584/7528584_opt.xyz	52	0	2.573
7547147	1-[(2R)-5-(diethylamino)pentan-2-yl]-3-[(3R)-1-(3-fluorophenyl)-5-oxopyrrolidin-3-yl]urea	/Users/marcelmueller/source/randommolecules/example/7547147/7547147_opt.xyz	58	0	2.402
7548661	[2-[2,5-dimethyl-1-(2-thiophen-2-ylethyl)pyrrol-3-yl]-2-oxoethyl] (E)-3-(4-methylphenyl)prop-2-enoate	/Users/marcelmueller/source/randommolecules/example/7548661/7548661_opt.xyz	54	0	2.674
7569093	[2-(cyclopropylcarbamoylamino)-2-oxoethyl] 3-methyl-2-nitrobenzoate	/Users/marcelmueller/source/randommolecules/example/7569093/7569093_opt.xyz	38	0	2.088
7587465	methyl 4-[[5-(thiophen-2-ylcarbamoylamino)-1,3,4-thiadiazol-2-yl]sulfanylmethyl]benzoate	/Users/marcelmueller/source/randommolecules/example/7587465/7587465_opt.xyz	40	0	2.726
7605011	[2-[4-(cyanomethyl)anilino]-2-oxoethyl] 4-(4-acetylphenoxy)butanoate	/Users/marcelmueller/source/randommolecules/example/7605011/7605011_opt.xyz	51	0	3.073
7607122	2-[[(1S,2R)-1-hydroxy-1-(4-hydroxyphenyl)propan-2-yl]iminomethyl]-4-nitrophenolate	/Users/marcelmueller/source/randommolecules/example/7607122/7607122_opt.xyz	38	-1	1.962
7616310	ethyl 5-[2-(tert-butylamino)-2-oxoacetyl]-2-methyl-4-(4-methylphenyl)-1H-pyrrole-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/7616310/7616310_opt.xyz	53	0	2.144
7616931	[2-(cyclohexylcarbamoylamino)-2-oxoethyl] (2R)-3-methyl-2-(phenylcarbamoylamino)butanoate	/Users/marcelmueller/source/randommolecules/example/7616931/7616931_opt.xyz	60	0	3.508
7648606	[(2S)-1-(4-methoxyphenyl)-1-oxopropan-2-yl] 2,5-dimethylthiophene-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/7648606/7648606_opt.xyz	40	0	2.746
7654751	[2-[(4-fluorophenyl)methylamino]-2-oxoethyl] 2-[(3,5-dimethyl-1,2-oxazol-4-yl)methoxy]benzoate	/Users/marcelmueller/source/randommolecules/example/7654751/7654751_opt.xyz	51	0	3.394
7683064	(2S)-2-[[5-(2-methylphenyl)-1,3,4-oxadiazol-2-yl]sulfanyl]-N-naphthalen-1-ylpropanamide	/Users/marcelmueller/source/randommolecules/example/7683064/7683064_opt.xyz	47	0	2.908
7687291	2,2-dimethyl-N-[4-(2-oxopiperidin-1-yl)phenyl]propanamide	/Users/marcelmueller/source/randommolecules/example/7687291/7687291_opt.xyz	42	0	3.502
7703318	[2-(4-propan-2-ylphenyl)-1,3-thiazol-4-yl]methyl 3-methoxybenzoate	/Users/marcelmueller/source/randommolecules/example/7703318/7703318_opt.xyz	47	0	2.868
7711195	[2-(dimethylamino)-2-oxoethyl] 2-[(4S)-2',5'-dioxospiro[2,3-dihydrochromene-4,4'-imidazolidine]-1'-yl]acetate	/Users/marcelmueller/source/randommolecules/example/7711195/7711195_opt.xyz	45	0	3.620
7714704	2-[(2R,6R)-2,6-dimethylmorpholin-4-yl]-9,10-dimethoxy-6,7-dihydropyrimido[6,1-a]isoquinolin-4-one	/Users/marcelmueller/source/randommolecules/example/7714704/7714704_opt.xyz	52	0	2.446
7720389	6-chloro-4-[[4-(2-fluorophenyl)piperazin-1-ium-1-yl]methyl]-7-hydroxychromen-2-one	/Users/marcelmueller/source/randommolecules/example/7720389/7720389_opt.xyz	46	1	1.699
7740406	[(1S,2S)-2-[(dimethylamino)methyl]cyclohexyl] 2,4-dichlorobenzoate	/Users/marcelmueller/source/randommolecules/example/7740406/7740406_opt.xyz	42	0	1.867
7746083	(5S,10bS)-2-(2,3-dihydro-1,4-benzodioxin-6-yl)-5-(4-methylphenyl)-5,10b-dihydro-1H-pyrazolo[1,5-c][1,3]benzoxazine	/Users/marcelmueller/source/randommolecules/example/7746083/7746083_opt.xyz	52	0	2.697
7770999	[2-oxo-2-(propan-2-ylamino)ethyl] 2-[4-[(3,5-dimethyl-1,2-oxazol-4-yl)methoxy]phenyl]acetate	/Users/marcelmueller/source/randommolecules/example/7770999/7770999_opt.xyz	50	0	3.885
7796948	[2-oxo-2-[[2-oxo-2-(2,3,4-trifluoroanilino)ethyl]amino]ethyl] butanoate	/Users/marcelmueller/source/randommolecules/example/7796948/7796948_opt.xyz	38	0	3.466
7800061	[2-[(4-tert-butylbenzoyl)amino]-2-oxoethyl] 4-oxo-4-thiophen-2-ylbutanoate	/Users/marcelmueller/source/randommolecules/example/7800061/7800061_opt.xyz	51	0	2.976
7800079	[2-(2-methylanilino)-2-oxoethyl] 4-oxo-4-thiophen-2-ylbutanoate	/Users/marcelmueller/source/randommolecules/example/7800079/7800079_opt.xyz	40	0	2.635
7813212	[2-oxo-2-(4-phenylanilino)ethyl] 2-chloro-5-nitrobenzoate	/Users/marcelmueller/source/randommolecules/example/7813212/7813212_opt.xyz	44	0	1.547
7822532	[(1S)-1,2-bis(4-methylphenyl)-2-oxoethyl] (3R,7aS)-7a-methyl-5-oxo-2,3,6,7-tetrahydropyrrolo[2,1-b][1,3]thiazole-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/7822532/7822532_opt.xyz	55	0	1.805
7823640	[2-(3-methoxypropylamino)-2-oxoethyl] 4-chloro-3-(methylsulfamoyl)benzoate	/Users/marcelmueller/source/randommolecules/example/7823640/7823640_opt.xyz	43	0	3.017
7850078	N-(tert-butylcarbamoyl)-2-(1-methyl-2,4-dioxo-1,3-diazaspiro[4.5]decan-3-yl)acetamide	/Users/marcelmueller/source/randommolecules/example/7850078/7850078_opt.xyz	50	0	4.069
7882715	2-[(1R)-1-[[5-(2-methylpropylsulfanyl)-1,3,4-thiadiazol-2-yl]sulfanyl]ethyl]-1H-quinazolin-4-one	/Users/marcelmueller/source/randommolecules/example/7882715/7882715_opt.xyz	42	0	2.096
7892793	1-[3-(4-phenylpiperazine-1-carbonyl)phenyl]pyrrolidine-2,5-dione	/Users/marcelmueller/source/randommolecules/example/7892793/7892793_opt.xyz	48	0	1.924
7907208	[2-[cyclohexyl(methyl)amino]-2-oxoethyl] 3-(4-nitro-1,3-dioxoisoindol-2-yl)propanoate	/Users/marcelmueller/source/randommolecules/example/7907208/7907208_opt.xyz	53	0	1.601
7914472	[(2S)-1-(3-chloroanilino)-1-oxopropan-2-yl] (E)-2-cyano-3-(furan-2-yl)prop-2-enoate	/Users/marcelmueller/source/randommolecules/example/7914472/7914472_opt.xyz	37	0	2.231
7927159	2-(4-chloro-2-methylphenoxy)-N',N'-diphenylacetohydrazide	/Users/marcelmueller/source/randommolecules/example/7927159/7927159_opt.xyz	45	0	3.067
7931743	(2R)-1-[4-(difluoromethoxy)phenyl]-2-(2-methoxy-5-nitrophenoxy)propan-1-one	/Users/marcelmueller/source/randommolecules/example/7931743/7931743_opt.xyz	41	0	2.199
7952983	[2-(5-chloro-2-cyanoanilino)-2-oxoethyl] 4-(2-oxopyrrolidin-1-yl)benzoate	/Users/marcelmueller/source/randommolecules/example/7952983/7952983_opt.xyz	44	0	2.741
7965198	1-(3,4-dimethoxyphenyl)-3-[[(2R)-2-methylcyclohexylidene]amino]thiourea	/Users/marcelmueller/source/randommolecules/example/7965198/7965198_opt.xyz	45	0	2.196
7975102	5-[3-[(Z)-cyclohexylmethylideneamino]-2-methylimino-1,3-thiazol-4-yl]-2-hydroxybenzamide	/Users/marcelmueller/source/randommolecules/example/7975102/7975102_opt.xyz	47	0	2.309
7978627	3-cyclopentyl-N-(4-methoxy-3-morpholin-4-ylsulfonylphenyl)propanamide	/Users/marcelmueller/source/randommolecules/example/7978627/7978627_opt.xyz	55	0	3.270
8002377	phenyl (E)-3-(3,4-dimethoxyphenyl)prop-2-enoate	/Users/marcelmueller/source/randommolecules/example/8002377/8002377_opt.xyz	37	0	2.709
8016712	(1S)-1'-(2-methylpropyl)spiro[2,3,4,9-tetrahydropyrido[3,4-b]indol-2-ium-1,3'-indole]-2'-one	/Users/marcelmueller/source/randommolecules/example/8016712/8016712_opt.xyz	50	1	2.363
8021443	ethyl N-[2-(4-chloronaphthalen-1-yl)oxyacetyl]carbamate	/Users/marcelmueller/source/randommolecules/example/8021443/8021443_opt.xyz	35	0	2.940
8025703	[4-amino-6-(4-methylanilino)-1,3,5-triazin-2-yl]methyl 1-benzofuran-2-carboxylate	/Users/marcelmueller/source/randommolecules/example/8025703/8025703_opt.xyz	45	0	2.507
8034624	methyl 5,5-dimethyl-2-[[2-oxo-2-(pyridin-2-ylmethylamino)acetyl]amino]-4,7-dihydrothieno[2,3-c]pyran-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/8034624/8034624_opt.xyz	49	0	2.585
8035306	N-[(3R)-1-[[(3R)-2,3-dihydro-1,4-benzodioxin-3-yl]methyl]-5-methyl-2-oxo-3H-indol-3-yl]acetamide	/Users/marcelmueller/source/randommolecules/example/8035306/8035306_opt.xyz	46	0	3.581
8051100	N-[2-[(2R,5S)-2-(4-fluorophenyl)-5-methyl-4-oxo-1,3-thiazolidin-3-yl]ethyl]-N-methylfuran-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/8051100/8051100_opt.xyz	44	0	3.134
8054173	[(2S)-1-(4-chlorophenyl)sulfonylpyrrolidin-2-yl]-(4-methylpiperidin-1-yl)methanone	/Users/marcelmueller/source/randommolecules/example/8054173/8054173_opt.xyz	47	0	2.821
8066484	(3S)-3-(3-fluorophenyl)-3-(1H-indol-3-yl)-N-(2-methoxyethyl)propanamide	/Users/marcelmueller/source/randommolecules/example/8066484/8066484_opt.xyz	46	0	3.577
8067892	N-[(1R)-1-(4-propan-2-ylphenyl)ethyl]-2-thiophen-2-ylacetamide	/Users/marcelmueller/source/randommolecules/example/8067892/8067892_opt.xyz	41	0	3.625
8075349	[4-[[[(2R)-butan-2-yl]-(propan-2-ylcarbamoyl)amino]methyl]phenyl] propane-2-sulfonate	/Users/marcelmueller/source/randommolecules/example/8075349/8075349_opt.xyz	55	0	3.461
8079285	5-[[(1S)-1-(2-methoxyphenyl)-1,2,3,4-tetrahydropyrrolo[1,2-a]pyrazin-2-ium-2-yl]methyl]-N-(2-methylpropyl)furan-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/8079285/8079285_opt.xyz	60	1	2.982
8101648	(1R)-6,7-dimethoxy-1-[(2-methylpropanoylamino)methyl]-N-phenyl-3,4-dihydro-1H-isoquinoline-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/8101648/8101648_opt.xyz	59	0	3.302
8107282	N-(3-methylphenyl)-2-[4-(4-propylphenyl)sulfonylpiperazin-1-yl]acetamide	/Users/marcelmueller/source/randommolecules/example/8107282/8107282_opt.xyz	58	0	3.087
8115074	(1'S,2S,4S,5'R,6'R)-2'-amino-6'-(4-methoxyphenyl)-4-methylspiro[1,3-dioxolane-2,4'-3-azabicyclo[3.1.0]hex-2-ene]-1',5'-dicarbonitrile	/Users/marcelmueller/source/randommolecules/example/8115074/8115074_opt.xyz	40	0	3.523
8116662	N'-[6-(4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl)hexanoyl]cyclohexanecarbohydrazide	/Users/marcelmueller/source/randommolecules/example/8116662/8116662_opt.xyz	49	0	1.944
8133988	3-[(3,5-dimethyl-1,2-oxazol-4-yl)methoxy]-N-[2-(2-methoxy-5-methylphenyl)ethyl]benzamide	/Users/marcelmueller/source/randommolecules/example/8133988/8133988_opt.xyz	55	0	3.534
8173561	methyl 3-[2-[[(2R)-butan-2-yl]carbamoylamino]-2-oxoethoxy]benzoate	/Users/marcelmueller/source/randommolecules/example/8173561/8173561_opt.xyz	42	0	3.363
8174315	[(2R)-1-[methyl-[2-(4-methylanilino)-2-oxoethyl]amino]-1-oxopropan-2-yl] 3,5-difluorobenzoate	/Users/marcelmueller/source/randommolecules/example/8174315/8174315_opt.xyz	48	0	1.945
8175459	methyl 4-[2-[[(1R)-1-(4-chlorophenyl)ethyl]amino]-2-oxoethoxy]-3-methoxybenzoate	/Users/marcelmueller/source/randommolecules/example/8175459/8175459_opt.xyz	46	0	3.010
8181481	1-[(Z)-[2-(difluoromethoxy)-3-methoxyphenyl]methylideneamino]-3-(2-methoxyethyl)thiourea	/Users/marcelmueller/source/randommolecules/example/8181481/8181481_opt.xyz	39	0	1.715
8183516	(2R)-N-(3-cyanophenyl)-2-(2,3-dimethylanilino)propanamide	/Users/marcelmueller/source/randommolecules/example/8183516/8183516_opt.xyz	41	0	1.986
8200930	N-[(2S)-1-[4-[(4-methoxyphenyl)methyl]piperazin-4-ium-1-yl]-1-oxopropan-2-yl]-3-methylbenzamide	/Users/marcelmueller/source/randommolecules/example/8200930/8200930_opt.xyz	59	1	3.813
8215900	(2R)-2-[[2-[2-oxo-5-(trifluoromethyl)pyridin-1-yl]acetyl]amino]-N-propylpropanamide	/Users/marcelmueller/source/randommolecules/example/8215900/8215900_opt.xyz	41	0	3.197
8220550	[(1R)-2,2-dichlorocyclopropyl]methyl 4-acetamidobenzoate	/Users/marcelmueller/source/randommolecules/example/8220550/8220550_opt.xyz	32	0	3.322
8223814	[2-[2-(3-chlorophenyl)ethylamino]-2-oxoethyl] (1R)-2,2-dichloro-1-methylcyclopropane-1-carboxylate	/Users/marcelmueller/source/randommolecules/example/8223814/8223814_opt.xyz	38	0	3.891
8226269	[2-[1-adamantyl(2-cyanoethyl)amino]-2-oxoethyl] 4-hydroxybenzoate	/Users/marcelmueller/source/randommolecules/example/8226269/8226269_opt.xyz	54	0	3.517
8236855	2-(4-fluorophenyl)-5-[(1S)-1-[(5-thiophen-2-yl-1H-1,2,4-triazol-3-yl)sulfanyl]ethyl]-1,3,4-oxadiazole	/Users/marcelmueller/source/randommolecules/example/8236855/8236855_opt.xyz	37	0	2.290
8244956	methyl N-[(2S)-2-[(4-ethyl-5-thiophen-2-yl-1,2,4-triazol-3-yl)sulfanyl]propanoyl]carbamate	/Users/marcelmueller/source/randommolecules/example/8244956/8244956_opt.xyz	38	0	2.802
8245831	2-(5,6-dimethyl-4-oxothieno[2,3-d]pyrimidin-3-yl)-N-(2-methylsulfonylphenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/8245831/8245831_opt.xyz	43	0	2.732
8249820	2-[[2-(3-chloro-4-fluorophenoxy)acetyl]amino]thiophene-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/8249820/8249820_opt.xyz	31	0	3.077
8252353	[3-(2-methoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl 4-(4-fluorophenyl)-4-oxobutanoate	/Users/marcelmueller/source/randommolecules/example/8252353/8252353_opt.xyz	45	0	2.625
8261705	5-chloro-1-[[4-[(4-chlorophenyl)methyl]piperazin-1-yl]methyl]indole-2,3-dione	/Users/marcelmueller/source/randommolecules/example/8261705/8261705_opt.xyz	46	0	0.980
8264878	[2-oxo-2-[2-(4-sulfamoylphenyl)ethylamino]ethyl] 3-(3,5-dimethyl-1,2-oxazol-4-yl)propanoate	/Users/marcelmueller/source/randommolecules/example/8264878/8264878_opt.xyz	51	0	3.799
8299698	[(2S)-1-[(5-methyl-1,2-oxazol-3-yl)amino]-1-oxopropan-2-yl] (E)-3-[4-(azepan-1-yl)phenyl]prop-2-enoate	/Users/marcelmueller/source/randommolecules/example/8299698/8299698_opt.xyz	56	0	2.172
8307954	N-[2-(tert-butylamino)-2-oxoethyl]-N-methyl-2-(2-methylbenzimidazol-1-yl)acetamide	/Users/marcelmueller/source/randommolecules/example/8307954/8307954_opt.xyz	47	0	3.445
8311400	(2R)-3-[[3-(4-chlorophenyl)-4-oxo-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-2-yl]sulfanyl]-2-methylpropanenitrile	/Users/marcelmueller/source/randommolecules/example/8311400/8311400_opt.xyz	45	0	2.664
8312648	(2R)-2-[(5-anilino-1,3,4-thiadiazol-2-yl)sulfanyl]-N-(2,6-dimethylphenyl)propanamide	/Users/marcelmueller/source/randommolecules/example/8312648/8312648_opt.xyz	46	0	2.867
8318064	(3R)-1-(3-chloro-4-fluorophenyl)-3-(2,4-dimethylanilino)pyrrolidine-2,5-dione	/Users/marcelmueller/source/randommolecules/example/8318064/8318064_opt.xyz	40	0	1.998
8328148	[2-(2,4-dimethylanilino)-2-oxoethyl] 3-(3-oxo-1,4-benzoxazin-4-yl)propanoate	/Users/marcelmueller/source/randommolecules/example/8328148/8328148_opt.xyz	50	0	3.209
8333838	[2-[[(3R)-1,1-dioxothiolan-3-yl]-ethylamino]-2-oxoethyl] 2-(2-oxopropylsulfanyl)benzoate	/Users/marcelmueller/source/randommolecules/example/8333838/8333838_opt.xyz	50	0	2.068
8344769	[2-(benzylamino)-2-oxoethyl] (2S)-2-(3-methylphenoxy)propanoate	/Users/marcelmueller/source/randommolecules/example/8344769/8344769_opt.xyz	45	0	3.532
8357694	N-[[4-(dimethylamino)phenyl]methyl]-2-[(4R)-4-thiophen-2-yl-6,7-dihydro-4H-thieno[3,2-c]pyridin-5-yl]acetamide	/Users/marcelmueller/source/randommolecules/example/8357694/8357694_opt.xyz	53	0	2.946
8358372	[(2S)-1-[(3,4-dimethoxyphenyl)methylamino]-1-oxopropan-2-yl] 4,5,6,7-tetrahydro-1-benzothiophene-2-carboxylate	/Users/marcelmueller/source/randommolecules/example/8358372/8358372_opt.xyz	53	0	2.557
8369570	[2-(2-methoxyethylamino)-2-oxoethyl] 4-bromo-3,5-dimethoxybenzoate	/Users/marcelmueller/source/randommolecules/example/8369570/8369570_opt.xyz	40	0	2.902
8378840	N-[(Z)-2,3-dihydrochromen-4-ylideneamino]-2-(2-morpholin-4-yl-1,3-thiazol-4-yl)acetamide	/Users/marcelmueller/source/randommolecules/example/8378840/8378840_opt.xyz	46	0	2.627
