Name	Structure Path	Number of Atoms	Total Charge
Lr_LrF5	/Users/marcelmueller/source/acqm/Lr/Lr_LrF5/coord.xyz	6	0.0
Lr_Br1C2H5Lr1N1O6S1	/Users/marcelmueller/source/acqm/Lr/Lr_Br1C2H5Lr1N1O6S1/coord.xyz	17	-2.0
Lr_LrF2	/Users/marcelmueller/source/acqm/Lr/Lr_LrF2/coord.xyz	3	0.0
Lr_LrI6	/Users/marcelmueller/source/acqm/Lr/Lr_LrI6/coord.xyz	7	0.0
Lr_C8H5Lr1N1O6	/Users/marcelmueller/source/acqm/Lr/Lr_C8H5Lr1N1O6/coord.xyz	21	1.0
Lr_LrClSbSeTe	/Users/marcelmueller/source/acqm/Lr/Lr_LrClSbSeTe/coord.xyz	5	-4.0
Lr_LrBe	/Users/marcelmueller/source/acqm/Lr/Lr_LrBe/coord.xyz	2	1.0
Lr_LrH5	/Users/marcelmueller/source/acqm/Lr/Lr_LrH5/coord.xyz	6	0.0
Lr_C8H26Lr1N5O1	/Users/marcelmueller/source/acqm/Lr/Lr_C8H26Lr1N5O1/coord.xyz	41	2.0
Lr_LrH2	/Users/marcelmueller/source/acqm/Lr/Lr_LrH2/coord.xyz	3	0.0
Lr_C12F4H11Lr1N2O5P1	/Users/marcelmueller/source/acqm/Lr/Lr_C12F4H11Lr1N2O5P1/coord.xyz	36	1.0
Lr_C9H12Lr1N2O5S1	/Users/marcelmueller/source/acqm/Lr/Lr_C9H12Lr1N2O5S1/coord.xyz	30	1.0
Lr_LrH1Li2	/Users/marcelmueller/source/acqm/Lr/Lr_LrH1Li2/coord.xyz	4	0.0
Lr_C13H17Lr1N2O6P1S1	/Users/marcelmueller/source/acqm/Lr/Lr_C13H17Lr1N2O6P1S1/coord.xyz	41	1.0
Lr_C6H7Lr1N4O2S1	/Users/marcelmueller/source/acqm/Lr/Lr_C6H7Lr1N4O2S1/coord.xyz	21	0.0
Lr_LrH3	/Users/marcelmueller/source/acqm/Lr/Lr_LrH3/coord.xyz	4	0.0
Lr_C11H11Lr1N3O3	/Users/marcelmueller/source/acqm/Lr/Lr_C11H11Lr1N3O3/coord.xyz	29	1.0
Lr_LrNIBr	/Users/marcelmueller/source/acqm/Lr/Lr_LrNIBr/coord.xyz	4	2.0
Lr_LrH4	/Users/marcelmueller/source/acqm/Lr/Lr_LrH4/coord.xyz	5	0.0
Lr_C15H25I1Lr1N6O10P1S2	/Users/marcelmueller/source/acqm/Lr/Lr_C15H25I1Lr1N6O10P1S2/coord.xyz	61	-2.0
Lr_LrBC	/Users/marcelmueller/source/acqm/Lr/Lr_LrBC/coord.xyz	3	0.0
Lr_Br1C10H13Lr1N3O5	/Users/marcelmueller/source/acqm/Lr/Lr_Br1C10H13Lr1N3O5/coord.xyz	33	-2.0
Lr_Br1C4H8Lr1N2O4	/Users/marcelmueller/source/acqm/Lr/Lr_Br1C4H8Lr1N2O4/coord.xyz	20	0.0
Lr_LrH1Li3	/Users/marcelmueller/source/acqm/Lr/Lr_LrH1Li3/coord.xyz	5	0.0
Lr_C9Cl1F1H7Lr1N1O4S1	/Users/marcelmueller/source/acqm/Lr/Lr_C9Cl1F1H7Lr1N1O4S1/coord.xyz	25	-1.0
Lr_C4H5Lr1N3O7S1	/Users/marcelmueller/source/acqm/Lr/Lr_C4H5Lr1N3O7S1/coord.xyz	21	-1.0
Lr_LrSnNIBr	/Users/marcelmueller/source/acqm/Lr/Lr_LrSnNIBr/coord.xyz	5	2.0
Lr_C18H25Lr1N6O4P1S2	/Users/marcelmueller/source/acqm/Lr/Lr_C18H25Lr1N6O4P1S2/coord.xyz	57	-1.0
Lr_LrBr5	/Users/marcelmueller/source/acqm/Lr/Lr_LrBr5/coord.xyz	6	0.0
Lr_LrS2	/Users/marcelmueller/source/acqm/Lr/Lr_LrS2/coord.xyz	3	0.0
Lr_LrBr2	/Users/marcelmueller/source/acqm/Lr/Lr_LrBr2/coord.xyz	3	0.0
Lr_Br1C2Cl1H2Lr1N5O1S2	/Users/marcelmueller/source/acqm/Lr/Lr_Br1C2Cl1H2Lr1N5O1S2/coord.xyz	15	-2.0
Lr_Br1C12H15Lr1N2O5P1S1	/Users/marcelmueller/source/acqm/Lr/Lr_Br1C12H15Lr1N2O5P1S1/coord.xyz	38	0.0
Lr_LrHNaPCl	/Users/marcelmueller/source/acqm/Lr/Lr_LrHNaPCl/coord.xyz	5	-3.0
Lr_LrInBe	/Users/marcelmueller/source/acqm/Lr/Lr_LrInBe/coord.xyz	3	-2.0
Lr_LrNPAsNaCl	/Users/marcelmueller/source/acqm/Lr/Lr_LrNPAsNaCl/coord.xyz	6	1.0
Lr_LrCaBN	/Users/marcelmueller/source/acqm/Lr/Lr_LrCaBN/coord.xyz	4	0.0
Lr_LrH0Li3	/Users/marcelmueller/source/acqm/Lr/Lr_LrH0Li3/coord.xyz	4	0.0
Lr_LrMgSiSbSePS	/Users/marcelmueller/source/acqm/Lr/Lr_LrMgSiSbSePS/coord.xyz	7	-2.0
Lr_C6H22Lr1N5O3	/Users/marcelmueller/source/acqm/Lr/Lr_C6H22Lr1N5O3/coord.xyz	37	2.0
Lr_C3F2H9I1Lr1N3O2	/Users/marcelmueller/source/acqm/Lr/Lr_C3F2H9I1Lr1N3O2/coord.xyz	21	-2.0
Lr_LrMgS	/Users/marcelmueller/source/acqm/Lr/Lr_LrMgS/coord.xyz	3	-2.0
Lr_LrBSeTeK	/Users/marcelmueller/source/acqm/Lr/Lr_LrBSeTeK/coord.xyz	5	-1.0
Lr_C8H5Lr1N2O5S1	/Users/marcelmueller/source/acqm/Lr/Lr_C8H5Lr1N2O5S1/coord.xyz	22	0.0
Lr_C6F3H21Lr1N1O2P2	/Users/marcelmueller/source/acqm/Lr/Lr_C6F3H21Lr1N1O2P2/coord.xyz	36	2.0
Lr_C12H19Lr1N5O8P1	/Users/marcelmueller/source/acqm/Lr/Lr_C12H19Lr1N5O8P1/coord.xyz	46	-2.0
Lr_LrBr3	/Users/marcelmueller/source/acqm/Lr/Lr_LrBr3/coord.xyz	4	0.0
Lr_LrCBe	/Users/marcelmueller/source/acqm/Lr/Lr_LrCBe/coord.xyz	3	1.0
Lr_LrS4	/Users/marcelmueller/source/acqm/Lr/Lr_LrS4/coord.xyz	5	0.0
Lr_LrBr4	/Users/marcelmueller/source/acqm/Lr/Lr_LrBr4/coord.xyz	5	0.0
Lr_LrS3	/Users/marcelmueller/source/acqm/Lr/Lr_LrS3/coord.xyz	4	0.0
Lr_C2H11Lr1N3O8S1	/Users/marcelmueller/source/acqm/Lr/Lr_C2H11Lr1N3O8S1/coord.xyz	26	-1.0
Lr_Br2C3H6I1Lr1N1O4S2	/Users/marcelmueller/source/acqm/Lr/Lr_Br2C3H6I1Lr1N1O4S2/coord.xyz	20	-3.0
Lr_C4F1H16Lr1N4	/Users/marcelmueller/source/acqm/Lr/Lr_C4F1H16Lr1N4/coord.xyz	26	2.0
Lr_Br1C23H23Lr1N2O7	/Users/marcelmueller/source/acqm/Lr/Lr_Br1C23H23Lr1N2O7/coord.xyz	57	-1.0
Lr_C12H12Lr1N4O2S1	/Users/marcelmueller/source/acqm/Lr/Lr_C12H12Lr1N4O2S1/coord.xyz	32	1.0
Lr_C5H7Lr1N6O5S2	/Users/marcelmueller/source/acqm/Lr/Lr_C5H7Lr1N6O5S2/coord.xyz	26	-2.0
Lr_C10Cl1H10Lr1N2O5S1	/Users/marcelmueller/source/acqm/Lr/Lr_C10Cl1H10Lr1N2O5S1/coord.xyz	30	-2.0
Es_EsH2Li3	/Users/marcelmueller/source/acqm/Es/Es_EsH2Li3/coord.xyz	6	0.0
Es_C10Es1H33O9P3	/Users/marcelmueller/source/acqm/Es/Es_C10Es1H33O9P3/coord.xyz	56	1.0
Es_EsO3Be1	/Users/marcelmueller/source/acqm/Es/Es_EsO3Be1/coord.xyz	5	0.0
Es_C6Es1H22O5P2S1	/Users/marcelmueller/source/acqm/Es/Es_C6Es1H22O5P2S1/coord.xyz	37	1.0
Es_C12Cl1Es1F3H28N7O2P1	/Users/marcelmueller/source/acqm/Es/Es_C12Cl1Es1F3H28N7O2P1/coord.xyz	55	1.0
Es_EsH5	/Users/marcelmueller/source/acqm/Es/Es_EsH5/coord.xyz	6	0.0
Es_EsH2	/Users/marcelmueller/source/acqm/Es/Es_EsH2/coord.xyz	3	0.0
Es_Es1F1H5N4O4S1	/Users/marcelmueller/source/acqm/Es/Es_Es1F1H5N4O4S1/coord.xyz	16	-1.0
Es_C3Es1H5I2N2O4S1	/Users/marcelmueller/source/acqm/Es/Es_C3Es1H5I2N2O4S1/coord.xyz	18	-2.0
Es_EsH2Li2	/Users/marcelmueller/source/acqm/Es/Es_EsH2Li2/coord.xyz	5	0.0
Es_C16Es1F1H24N2O5	/Users/marcelmueller/source/acqm/Es/Es_C16Es1F1H24N2O5/coord.xyz	49	2.0
Es_EsHLiSbBrSr	/Users/marcelmueller/source/acqm/Es/Es_EsHLiSbBrSr/coord.xyz	6	1.0
Es_Br1C7Es1H13N3O4P1	/Users/marcelmueller/source/acqm/Es/Es_Br1C7Es1H13N3O4P1/coord.xyz	30	1.0
Es_C5Es1H10N2O4	/Users/marcelmueller/source/acqm/Es/Es_C5Es1H10N2O4/coord.xyz	22	1.0
Es_EsH3	/Users/marcelmueller/source/acqm/Es/Es_EsH3/coord.xyz	4	0.0
Es_C17Es1H30N9O3	/Users/marcelmueller/source/acqm/Es/Es_C17Es1H30N9O3/coord.xyz	60	0.0
Es_C5Es1H12N7O8P1	/Users/marcelmueller/source/acqm/Es/Es_C5Es1H12N7O8P1/coord.xyz	34	-1.0
Es_EsH4	/Users/marcelmueller/source/acqm/Es/Es_EsH4/coord.xyz	5	0.0
Es_C4Es1F3H13N3P1	/Users/marcelmueller/source/acqm/Es/Es_C4Es1F3H13N3P1/coord.xyz	25	3.0
Es_EsH3Li2	/Users/marcelmueller/source/acqm/Es/Es_EsH3Li2/coord.xyz	6	0.0
Es_C5Es1H7N1O7S1	/Users/marcelmueller/source/acqm/Es/Es_C5Es1H7N1O7S1/coord.xyz	22	-1.0
Es_EsP	/Users/marcelmueller/source/acqm/Es/Es_EsP/coord.xyz	2	-3.0
Es_C5Es1F3H9N2P2S1	/Users/marcelmueller/source/acqm/Es/Es_C5Es1F3H9N2P2S1/coord.xyz	23	1.0
Es_C15Cl1Es1H23N2O6	/Users/marcelmueller/source/acqm/Es/Es_C15Cl1Es1H23N2O6/coord.xyz	48	-1.0
Es_C12Es1H18N4O6P1S1	/Users/marcelmueller/source/acqm/Es/Es_C12Es1H18N4O6P1S1/coord.xyz	43	-2.0
Es_EsS2	/Users/marcelmueller/source/acqm/Es/Es_EsS2/coord.xyz	3	0.0
Es_C6Es1H13N3O10P1S2	/Users/marcelmueller/source/acqm/Es/Es_C6Es1H13N3O10P1S2/coord.xyz	36	-2.0
Es_C5Es1F2H12O6P1S1	/Users/marcelmueller/source/acqm/Es/Es_C5Es1F2H12O6P1S1/coord.xyz	28	-2.0
Es_EsNaCSe	/Users/marcelmueller/source/acqm/Es/Es_EsNaCSe/coord.xyz	4	1.0
Es_C16Es1F1H15N3O2	/Users/marcelmueller/source/acqm/Es/Es_C16Es1F1H15N3O2/coord.xyz	38	0.0
Es_EsO2Be1	/Users/marcelmueller/source/acqm/Es/Es_EsO2Be1/coord.xyz	4	0.0
Es_C14Cl1Es1H19N2O7	/Users/marcelmueller/source/acqm/Es/Es_C14Cl1Es1H19N2O7/coord.xyz	44	-1.0
Es_EsS4	/Users/marcelmueller/source/acqm/Es/Es_EsS4/coord.xyz	5	0.0
Es_C12Es1H12N3O2	/Users/marcelmueller/source/acqm/Es/Es_C12Es1H12N3O2/coord.xyz	30	2.0
Es_EsS3	/Users/marcelmueller/source/acqm/Es/Es_EsS3/coord.xyz	4	0.0
Es_EsBr6	/Users/marcelmueller/source/acqm/Es/Es_EsBr6/coord.xyz	7	0.0
Es_C9Es1H20N4O5	/Users/marcelmueller/source/acqm/Es/Es_C9Es1H20N4O5/coord.xyz	39	1.0
Es_EsBr1	/Users/marcelmueller/source/acqm/Es/Es_EsBr1/coord.xyz	2	0.0
Es_C12Es1H12N1O6	/Users/marcelmueller/source/acqm/Es/Es_C12Es1H12N1O6/coord.xyz	32	0.0
Es_C5Es1H18N4O4	/Users/marcelmueller/source/acqm/Es/Es_C5Es1H18N4O4/coord.xyz	32	1.0
Es_Br1C11Es1H23I1N1O3P2S1	/Users/marcelmueller/source/acqm/Es/Es_Br1C11Es1H23I1N1O3P2S1/coord.xyz	44	-1.0
Es_EsHSnAsSF	/Users/marcelmueller/source/acqm/Es/Es_EsHSnAsSF/coord.xyz	6	0.0
Es_Br1C7Es1H5N4O5S2	/Users/marcelmueller/source/acqm/Es/Es_Br1C7Es1H5N4O5S2/coord.xyz	25	-3.0
Es_C4Es1H10I1N1O3	/Users/marcelmueller/source/acqm/Es/Es_C4Es1H10I1N1O3/coord.xyz	20	1.0
Es_Br1C1Es1F1H4O2	/Users/marcelmueller/source/acqm/Es/Es_Br1C1Es1F1H4O2/coord.xyz	10	-1.0
Es_C10Es1H16N4O3P1S1	/Users/marcelmueller/source/acqm/Es/Es_C10Es1H16N4O3P1S1/coord.xyz	36	2.0
Es_EsHGaPAs	/Users/marcelmueller/source/acqm/Es/Es_EsHGaPAs/coord.xyz	5	0.0
Es_Br1C2Es1H4N2O4	/Users/marcelmueller/source/acqm/Es/Es_Br1C2Es1H4N2O4/coord.xyz	14	0.0
Es_C9Es1H28I1O7P2	/Users/marcelmueller/source/acqm/Es/Es_C9Es1H28I1O7P2/coord.xyz	48	0.0
Es_EsCl1	/Users/marcelmueller/source/acqm/Es/Es_EsCl1/coord.xyz	2	0.0
Es_EsO1Be2	/Users/marcelmueller/source/acqm/Es/Es_EsO1Be2/coord.xyz	4	0.0
Es_C5Cl1Es1H13N1O2P1S1	/Users/marcelmueller/source/acqm/Es/Es_C5Cl1Es1H13N1O2P1S1/coord.xyz	25	-1.0
Es_C5Cl1Es1F1H20N3O1P1	/Users/marcelmueller/source/acqm/Es/Es_C5Cl1Es1F1H20N3O1P1/coord.xyz	33	1.0
Es_EsCl6	/Users/marcelmueller/source/acqm/Es/Es_EsCl6/coord.xyz	7	0.0
Es_EsH4Li1	/Users/marcelmueller/source/acqm/Es/Es_EsH4Li1/coord.xyz	6	0.0
Es_C8Es1H20N7O1P1S1	/Users/marcelmueller/source/acqm/Es/Es_C8Es1H20N7O1P1S1/coord.xyz	39	-1.0
Es_C14Es1H22N7O7	/Users/marcelmueller/source/acqm/Es/Es_C14Es1H22N7O7/coord.xyz	51	0.0
Es_C3Es1H11N3O6	/Users/marcelmueller/source/acqm/Es/Es_C3Es1H11N3O6/coord.xyz	24	1.0
Es_EsF3	/Users/marcelmueller/source/acqm/Es/Es_EsF3/coord.xyz	4	0.0
Es_EsF4	/Users/marcelmueller/source/acqm/Es/Es_EsF4/coord.xyz	5	0.0
Es_C17Cl1Es1H30N2O6P1	/Users/marcelmueller/source/acqm/Es/Es_C17Cl1Es1H30N2O6P1/coord.xyz	58	-1.0
Es_C12Cl1Es1H14N2O3	/Users/marcelmueller/source/acqm/Es/Es_C12Cl1Es1H14N2O3/coord.xyz	33	2.0
Es_EsO2	/Users/marcelmueller/source/acqm/Es/Es_EsO2/coord.xyz	3	0.0
Es_Br1C4Es1H9O5S1	/Users/marcelmueller/source/acqm/Es/Es_Br1C4Es1H9O5S1/coord.xyz	21	-1.0
Es_EsI1	/Users/marcelmueller/source/acqm/Es/Es_EsI1/coord.xyz	2	0.0
Es_EsF5	/Users/marcelmueller/source/acqm/Es/Es_EsF5/coord.xyz	6	0.0
Es_C9Cl1Es1H9N1O4	/Users/marcelmueller/source/acqm/Es/Es_C9Cl1Es1H9N1O4/coord.xyz	25	0.0
Es_C9Es1H28N1O10P3	/Users/marcelmueller/source/acqm/Es/Es_C9Es1H28N1O10P3/coord.xyz	52	1.0
Es_EsF2	/Users/marcelmueller/source/acqm/Es/Es_EsF2/coord.xyz	3	0.0
Es_EsI6	/Users/marcelmueller/source/acqm/Es/Es_EsI6/coord.xyz	7	0.0
Es_EsCa	/Users/marcelmueller/source/acqm/Es/Es_EsCa/coord.xyz	2	1.0
Es_EsSiO	/Users/marcelmueller/source/acqm/Es/Es_EsSiO/coord.xyz	3	1.0
Es_EsO3	/Users/marcelmueller/source/acqm/Es/Es_EsO3/coord.xyz	4	0.0
Es_C18Cl1Es1F1H34N5O4	/Users/marcelmueller/source/acqm/Es/Es_C18Cl1Es1F1H34N5O4/coord.xyz	64	0.0
Es_EsAlCNaCl	/Users/marcelmueller/source/acqm/Es/Es_EsAlCNaCl/coord.xyz	5	1.0
Es_EsO4	/Users/marcelmueller/source/acqm/Es/Es_EsO4/coord.xyz	5	0.0
Es_C24Es1H30N4O2	/Users/marcelmueller/source/acqm/Es/Es_C24Es1H30N4O2/coord.xyz	61	3.0
Es_C7Cl1Es1H22N4O4P1	/Users/marcelmueller/source/acqm/Es/Es_C7Cl1Es1H22N4O4P1/coord.xyz	40	1.0
Es_EsH1	/Users/marcelmueller/source/acqm/Es/Es_EsH1/coord.xyz	2	0.0
Es_C8Es1H15N3O1P1	/Users/marcelmueller/source/acqm/Es/Es_C8Es1H15N3O1P1/coord.xyz	29	2.0
Es_EsH6	/Users/marcelmueller/source/acqm/Es/Es_EsH6/coord.xyz	7	0.0
Es_Br1C16Es1H18N6O3	/Users/marcelmueller/source/acqm/Es/Es_Br1C16Es1H18N6O3/coord.xyz	45	0.0
Es_C8Es1H14N2O8P1S1	/Users/marcelmueller/source/acqm/Es/Es_C8Es1H14N2O8P1S1/coord.xyz	35	0.0
Es_C3Es1H9N4O1	/Users/marcelmueller/source/acqm/Es/Es_C3Es1H9N4O1/coord.xyz	18	0.0
Es_C9Es1H18N2O9S2	/Users/marcelmueller/source/acqm/Es/Es_C9Es1H18N2O9S2/coord.xyz	41	-1.0
Es_C6Cl1Es1H14N4O1S2	/Users/marcelmueller/source/acqm/Es/Es_C6Cl1Es1H14N4O1S2/coord.xyz	29	0.0
Es_EsGaSeSF	/Users/marcelmueller/source/acqm/Es/Es_EsGaSeSF/coord.xyz	5	0.0
Es_C5Es1F1H17N2O3P1	/Users/marcelmueller/source/acqm/Es/Es_C5Es1F1H17N2O3P1/coord.xyz	30	2.0
Es_C1Es1F1N4O7S1	/Users/marcelmueller/source/acqm/Es/Es_C1Es1F1N4O7S1/coord.xyz	15	-2.0
Es_C2Es1F1N2O6S1	/Users/marcelmueller/source/acqm/Es/Es_C2Es1F1N2O6S1/coord.xyz	13	-2.0
Es_C7Es1H18N5O4S1	/Users/marcelmueller/source/acqm/Es/Es_C7Es1H18N5O4S1/coord.xyz	36	0.0
Es_C4Es1H18N4O1	/Users/marcelmueller/source/acqm/Es/Es_C4Es1H18N4O1/coord.xyz	28	3.0
Es_Br1C10Es1H15N3O2	/Users/marcelmueller/source/acqm/Es/Es_Br1C10Es1H15N3O2/coord.xyz	32	2.0
Es_EsH2Li1	/Users/marcelmueller/source/acqm/Es/Es_EsH2Li1/coord.xyz	4	0.0
Es_C12Es1H23N2O7	/Users/marcelmueller/source/acqm/Es/Es_C12Es1H23N2O7/coord.xyz	45	2.0
Es_EsBr4	/Users/marcelmueller/source/acqm/Es/Es_EsBr4/coord.xyz	5	0.0
Es_EsBr3	/Users/marcelmueller/source/acqm/Es/Es_EsBr3/coord.xyz	4	0.0
Es_EsCSiGeAsS	/Users/marcelmueller/source/acqm/Es/Es_EsCSiGeAsS/coord.xyz	6	3.0
Es_EsS1	/Users/marcelmueller/source/acqm/Es/Es_EsS1/coord.xyz	2	0.0
Es_C13Es1H20O8S1	/Users/marcelmueller/source/acqm/Es/Es_C13Es1H20O8S1/coord.xyz	43	-1.0
Es_C10Es1H20N3O6S1	/Users/marcelmueller/source/acqm/Es/Es_C10Es1H20N3O6S1/coord.xyz	41	0.0
Es_C9Es1F1H8N2O6S1	/Users/marcelmueller/source/acqm/Es/Es_C9Es1F1H8N2O6S1/coord.xyz	28	-2.0
Es_EsH3Li1	/Users/marcelmueller/source/acqm/Es/Es_EsH3Li1/coord.xyz	5	0.0
Es_EsN	/Users/marcelmueller/source/acqm/Es/Es_EsN/coord.xyz	2	0.0
Es_Br1C7Es1F1H5N4O4	/Users/marcelmueller/source/acqm/Es/Es_Br1C7Es1F1H5N4O4/coord.xyz	23	-2.0
Es_C10Es1F3H14O8P2S1	/Users/marcelmueller/source/acqm/Es/Es_C10Es1F3H14O8P2S1/coord.xyz	39	0.0
Es_EsBr2	/Users/marcelmueller/source/acqm/Es/Es_EsBr2/coord.xyz	3	0.0
Es_C4Es1F3H4N4O5P1S2	/Users/marcelmueller/source/acqm/Es/Es_C4Es1F3H4N4O5P1S2/coord.xyz	24	-1.0
Es_C7Es1H14N4O9	/Users/marcelmueller/source/acqm/Es/Es_C7Es1H14N4O9/coord.xyz	35	-3.0
Es_EsBr5	/Users/marcelmueller/source/acqm/Es/Es_EsBr5/coord.xyz	6	0.0
Es_C11Es1F1H25N4O2P2	/Users/marcelmueller/source/acqm/Es/Es_C11Es1F1H25N4O2P2/coord.xyz	46	1.0
Es_C9Es1H15N6S1	/Users/marcelmueller/source/acqm/Es/Es_C9Es1H15N6S1/coord.xyz	32	2.0
Es_EsO2Be2	/Users/marcelmueller/source/acqm/Es/Es_EsO2Be2/coord.xyz	5	0.0
Es_EsSiGeNBr	/Users/marcelmueller/source/acqm/Es/Es_EsSiGeNBr/coord.xyz	5	-1.0
Es_C14Es1H17N3O6P1S2	/Users/marcelmueller/source/acqm/Es/Es_C14Es1H17N3O6P1S2/coord.xyz	44	-2.0
Es_C7Es1H9N4O3	/Users/marcelmueller/source/acqm/Es/Es_C7Es1H9N4O3/coord.xyz	24	0.0
Es_EsCl3	/Users/marcelmueller/source/acqm/Es/Es_EsCl3/coord.xyz	4	0.0
Es_C12Es1H15N2O4	/Users/marcelmueller/source/acqm/Es/Es_C12Es1H15N2O4/coord.xyz	34	2.0
Es_EsCl4	/Users/marcelmueller/source/acqm/Es/Es_EsCl4/coord.xyz	5	0.0
Es_Br1C10Es1H9I1N2O4	/Users/marcelmueller/source/acqm/Es/Es_Br1C10Es1H9I1N2O4/coord.xyz	28	-2.0
Es_C7Es1F3H20N1O2P3S1	/Users/marcelmueller/source/acqm/Es/Es_C7Es1F3H20N1O2P3S1/coord.xyz	38	2.0
Es_C5Es1F1H8I1N2	/Users/marcelmueller/source/acqm/Es/Es_C5Es1F1H8I1N2/coord.xyz	18	1.0
Es_C3Es1H11N5O3S1	/Users/marcelmueller/source/acqm/Es/Es_C3Es1H11N5O3S1/coord.xyz	24	1.0
Es_EsCl5	/Users/marcelmueller/source/acqm/Es/Es_EsCl5/coord.xyz	6	0.0
Es_EsCl2	/Users/marcelmueller/source/acqm/Es/Es_EsCl2/coord.xyz	3	0.0
Es_C18Es1H31N8O6	/Users/marcelmueller/source/acqm/Es/Es_C18Es1H31N8O6/coord.xyz	64	2.0
Es_C7Es1H15N3O5S1	/Users/marcelmueller/source/acqm/Es/Es_C7Es1H15N3O5S1/coord.xyz	32	1.0
Es_C13Es1F1H19N2O1P1	/Users/marcelmueller/source/acqm/Es/Es_C13Es1F1H19N2O1P1/coord.xyz	38	2.0
Es_C2Es1H5N4O10	/Users/marcelmueller/source/acqm/Es/Es_C2Es1H5N4O10/coord.xyz	22	0.0
Es_Br1C1Es1I1N2O6S1	/Users/marcelmueller/source/acqm/Es/Es_Br1C1Es1I1N2O6S1/coord.xyz	13	-3.0
Es_C13Es1F1H36I1N2O6P1	/Users/marcelmueller/source/acqm/Es/Es_C13Es1F1H36I1N2O6P1/coord.xyz	61	0.0
Es_C13Es1H17N3O8P1S1	/Users/marcelmueller/source/acqm/Es/Es_C13Es1H17N3O8P1S1/coord.xyz	44	0.0
Es_EsH1Li3	/Users/marcelmueller/source/acqm/Es/Es_EsH1Li3/coord.xyz	5	0.0
Es_EsO1	/Users/marcelmueller/source/acqm/Es/Es_EsO1/coord.xyz	2	0.0
Es_EsI3	/Users/marcelmueller/source/acqm/Es/Es_EsI3/coord.xyz	4	0.0
Es_C5Es1H13N2O4P1	/Users/marcelmueller/source/acqm/Es/Es_C5Es1H13N2O4P1/coord.xyz	26	1.0
Es_EsI4	/Users/marcelmueller/source/acqm/Es/Es_EsI4/coord.xyz	5	0.0
Es_EsCTe	/Users/marcelmueller/source/acqm/Es/Es_EsCTe/coord.xyz	3	1.0
Es_C13Es1H18N4O3	/Users/marcelmueller/source/acqm/Es/Es_C13Es1H18N4O3/coord.xyz	39	1.0
Es_C5Es1H16N3O2	/Users/marcelmueller/source/acqm/Es/Es_C5Es1H16N3O2/coord.xyz	27	2.0
Es_C7Es1H7N2O5S1	/Users/marcelmueller/source/acqm/Es/Es_C7Es1H7N2O5S1/coord.xyz	23	-2.0
Es_C6Es1H17N3O3P1	/Users/marcelmueller/source/acqm/Es/Es_C6Es1H17N3O3P1/coord.xyz	31	2.0
Es_EsH1Li2	/Users/marcelmueller/source/acqm/Es/Es_EsH1Li2/coord.xyz	4	0.0
Es_C15Es1H21N3O2P1S1	/Users/marcelmueller/source/acqm/Es/Es_C15Es1H21N3O2P1S1/coord.xyz	44	2.0
Es_EsF1	/Users/marcelmueller/source/acqm/Es/Es_EsF1/coord.xyz	2	0.0
Es_EsI5	/Users/marcelmueller/source/acqm/Es/Es_EsI5/coord.xyz	6	0.0
Es_EsI2	/Users/marcelmueller/source/acqm/Es/Es_EsI2/coord.xyz	3	0.0
Es_EsF6	/Users/marcelmueller/source/acqm/Es/Es_EsF6/coord.xyz	7	0.0
Es_C12Es1H27N4O3P1	/Users/marcelmueller/source/acqm/Es/Es_C12Es1H27N4O3P1/coord.xyz	48	3.0
Cm_C2Cm1F1H8N3O8S2	/Users/marcelmueller/source/acqm/Cm/Cm_C2Cm1F1H8N3O8S2/coord.xyz	25	-3.0
Cm_C11Cm1H10N5O1S1	/Users/marcelmueller/source/acqm/Cm/Cm_C11Cm1H10N5O1S1/coord.xyz	29	0.0
Cm_CmS2	/Users/marcelmueller/source/acqm/Cm/Cm_CmS2/coord.xyz	3	0.0
Cm_CmO	/Users/marcelmueller/source/acqm/Cm/Cm_CmO/coord.xyz	2	1.0
Cm_C12Cl1Cm1H15N3O6	/Users/marcelmueller/source/acqm/Cm/Cm_C12Cl1Cm1H15N3O6/coord.xyz	38	0.0
Cm_CmSnClO	/Users/marcelmueller/source/acqm/Cm/Cm_CmSnClO/coord.xyz	4	-2.0
Cm_C10Cm1F3H11N6O2P1	/Users/marcelmueller/source/acqm/Cm/Cm_C10Cm1F3H11N6O2P1/coord.xyz	34	0.0
Cm_C7Cm1H21N3O4P2S1	/Users/marcelmueller/source/acqm/Cm/Cm_C7Cm1H21N3O4P2S1/coord.xyz	39	-1.0
Cm_C8Cm1H25N3O5P1	/Users/marcelmueller/source/acqm/Cm/Cm_C8Cm1H25N3O5P1/coord.xyz	43	2.0
Cm_CmCl2	/Users/marcelmueller/source/acqm/Cm/Cm_CmCl2/coord.xyz	3	0.0
Cm_CmGaSSb	/Users/marcelmueller/source/acqm/Cm/Cm_CmGaSSb/coord.xyz	4	0.0
Cm_Br1C3Cm1H11N1O4P1	/Users/marcelmueller/source/acqm/Cm/Cm_Br1C3Cm1H11N1O4P1/coord.xyz	22	1.0
Cm_CmAlS	/Users/marcelmueller/source/acqm/Cm/Cm_CmAlS/coord.xyz	3	-2.0
Cm_CmCl5	/Users/marcelmueller/source/acqm/Cm/Cm_CmCl5/coord.xyz	6	0.0
Cm_Br1C3Cl1Cm1H3N2O1S1	/Users/marcelmueller/source/acqm/Cm/Cm_Br1C3Cl1Cm1H3N2O1S1/coord.xyz	13	-2.0
