CID,Method,Charge,Atom number,Atom type
mlm_H3He1Cl2Ru1Au1_d9c759,CEH-v1,-0.26880233431450307,5,17
mlm_H3He1Cl2Ru1Au1_d9c759,CEH-v1,0.18331628505386716,6,17
mlm_H3He1Cl2Ru1Au1_d9c759,CEH-v1,0.13029944307792585,7,44
mlm_H3He1Cl2Ru1Au1_d9c759,CEH-v1,0.03882950170426136,8,79
# mlm_H2N1Li1P2Zn1Ge1_6e3fee,CEH-v1,-0.4169956250766498,1,1
# mlm_H2N1Li1P2Zn1Ge1_6e3fee,CEH-v1,0.07281327353336686,2,1
# mlm_H2N1Li1P2Zn1Ge1_6e3fee,CEH-v1,-0.04327497090926957,3,3
# mlm_H2N1Li1P2Zn1Ge1_6e3fee,CEH-v1,0.03460289911451486,4,7
# mlm_H2N1Li1P2Zn1Ge1_6e3fee,CEH-v1,0.660598203591168,5,15
# mlm_H2N1Li1P2Zn1Ge1_6e3fee,CEH-v1,0.48099625259687345,6,15
# mlm_H2N1Li1P2Zn1Ge1_6e3fee,CEH-v1,-1.6864579742920984,7,30
# mlm_H2N1Li1P2Zn1Ge1_6e3fee,CEH-v1,0.8977179413748817,8,32
mlm_H6Si1Ni1At2_b50f94,CEH-v1,0.09674532859033025,1,1
mlm_H6Si1Ni1At2_b50f94,CEH-v1,0.09812574473434965,2,1
mlm_H6Si1Ni1At2_b50f94,CEH-v1,-0.03128540644665434,3,1
mlm_H6Si1Ni1At2_b50f94,CEH-v1,-0.05077713412498763,4,1
mlm_H6Si1Ni1At2_b50f94,CEH-v1,-0.03344368051608959,5,1
mlm_H6Si1Ni1At2_b50f94,CEH-v1,0.0725489405314309,6,1
mlm_H6Si1Ni1At2_b50f94,CEH-v1,0.25002820265802256,7,14
mlm_H6Si1Ni1At2_b50f94,CEH-v1,0.0017152114762915005,8,28
mlm_H6Si1Ni1At2_b50f94,CEH-v1,1.0307310186327039,9,85
mlm_H6Si1Ni1At2_b50f94,CEH-v1,0.5656117744646112,10,85
mlm_C2H4Li1B1Ga2At1_70b5e7,CEH-v1,-0.07109484232953966,1,1
mlm_C2H4Li1B1Ga2At1_70b5e7,CEH-v1,-0.10511219080126954,2,1
mlm_C2H4Li1B1Ga2At1_70b5e7,CEH-v1,-0.06761031772484238,3,1
mlm_C2H4Li1B1Ga2At1_70b5e7,CEH-v1,-0.10187754892171386,4,1
mlm_C2H4Li1B1Ga2At1_70b5e7,CEH-v1,0.5293274228565774,5,3
mlm_C2H4Li1B1Ga2At1_70b5e7,CEH-v1,0.3909824972626651,6,5
mlm_C2H4Li1B1Ga2At1_70b5e7,CEH-v1,-0.15667848633712,7,6
mlm_C2H4Li1B1Ga2At1_70b5e7,CEH-v1,-0.1266937426676873,8,6
mlm_C2H4Li1B1Ga2At1_70b5e7,CEH-v1,0.4496677213027166,9,31
mlm_C2H4Li1B1Ga2At1_70b5e7,CEH-v1,0.435429598407854,10,31
mlm_C2H4Li1B1Ga2At1_70b5e7,CEH-v1,-0.17634011104764286,11,85
mlm_H2N1F3Si1Tc1Te1_d17d53,CEH-v1,-0.179535764072988,1,1
mlm_H2N1F3Si1Tc1Te1_d17d53,CEH-v1,-0.08301317339130354,2,1
mlm_H2N1F3Si1Tc1Te1_d17d53,CEH-v1,-0.3517025804164078,3,7
mlm_H2N1F3Si1Tc1Te1_d17d53,CEH-v1,-0.21036687221607497,4,9
mlm_H2N1F3Si1Tc1Te1_d17d53,CEH-v1,-0.4991594682941283,5,9
mlm_H2N1F3Si1Tc1Te1_d17d53,CEH-v1,-0.22287584042112796,6,9
mlm_H2N1F3Si1Tc1Te1_d17d53,CEH-v1,0.47214428035975736,7,14
mlm_H2N1F3Si1Tc1Te1_d17d53,CEH-v1,0.43528449914735823,8,43
mlm_H2N1F3Si1Tc1Te1_d17d53,CEH-v1,-0.3607750806951584,9,52
mlm_H3N1Cu2Cs1Pb1_e73a26,CEH-v1,-0.16835544315716788,1,1
mlm_H3N1Cu2Cs1Pb1_e73a26,CEH-v1,-0.1769670940395378,2,1
mlm_H3N1Cu2Cs1Pb1_e73a26,CEH-v1,-0.1321847381405492,3,1
mlm_H3N1Cu2Cs1Pb1_e73a26,CEH-v1,0.14441924750845492,4,7
mlm_H3N1Cu2Cs1Pb1_e73a26,CEH-v1,0.055074245275148925,5,29
mlm_H3N1Cu2Cs1Pb1_e73a26,CEH-v1,0.14610497171634496,6,29
mlm_H3N1Cu2Cs1Pb1_e73a26,CEH-v1,0.6740012559079638,7,55
mlm_H3N1Cu2Cs1Pb1_e73a26,CEH-v1,0.4579075549293368,8,82
mlm_C2H2N1Cl1Sr2Pt1_172899,CEH-v1,0.07381494762473328,1,1
mlm_C2H2N1Cl1Sr2Pt1_172899,CEH-v1,-0.3946326862690013,2,1
mlm_C2H2N1Cl1Sr2Pt1_172899,CEH-v1,-0.1700868862472853,3,6
mlm_C2H2N1Cl1Sr2Pt1_172899,CEH-v1,-0.15657729796276976,4,6
mlm_C2H2N1Cl1Sr2Pt1_172899,CEH-v1,-0.21873764621503766,5,7
mlm_C2H2N1Cl1Sr2Pt1_172899,CEH-v1,-0.27759875746892615,6,17
mlm_C2H2N1Cl1Sr2Pt1_172899,CEH-v1,0.50596720372502,7,38
mlm_C2H2N1Cl1Sr2Pt1_172899,CEH-v1,0.6563426025604759,8,38
mlm_C2H2N1Cl1Sr2Pt1_172899,CEH-v1,-0.01849147974722598,9,78
mlm_C1H3K1Rb1Ta2_8ffa56,CEH-v1,-0.014917696190205776,1,1
mlm_C1H3K1Rb1Ta2_8ffa56,CEH-v1,-0.18505119939474612,2,1
mlm_C1H3K1Rb1Ta2_8ffa56,CEH-v1,-0.43170911939837486,3,1
mlm_C1H3K1Rb1Ta2_8ffa56,CEH-v1,0.37407750113260585,4,6
mlm_C1H3K1Rb1Ta2_8ffa56,CEH-v1,0.6898897877652688,5,19
mlm_C1H3K1Rb1Ta2_8ffa56,CEH-v1,0.5233064115294825,6,37
mlm_C1H3K1Rb1Ta2_8ffa56,CEH-v1,0.06889977957178983,7,73
mlm_C1H3K1Rb1Ta2_8ffa56,CEH-v1,-0.02449546501581601,8,73
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,0.07810960079584683,1,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,0.10042425476683292,2,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,-0.06019116172055816,3,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,-0.1877065575296577,4,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,0.1069399857153901,5,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,-0.05886826512654486,6,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,0.07977054380368975,7,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,0.35613898457790993,8,4
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,0.14988177449124684,9,5
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,-0.2375938604666994,10,7
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,-0.275920374709244,11,7
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,0.44750333946743626,12,11
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,0.4058696717990101,13,32
mlm_H7N2Be1B1Na1Ge2_7eea4b,CEH-v1,0.0956420641353416,14,32
mlm_C1H4B2Na1_a8a9cd,CEH-v1,-0.4922043181478013,1,1
mlm_C1H4B2Na1_a8a9cd,CEH-v1,-0.01536796156370035,2,1
mlm_C1H4B2Na1_a8a9cd,CEH-v1,-0.03813502496756449,3,1
mlm_C1H4B2Na1_a8a9cd,CEH-v1,-0.0578042104005394,4,1
mlm_C1H4B2Na1_a8a9cd,CEH-v1,-0.17691662433444377,5,5
mlm_C1H4B2Na1_a8a9cd,CEH-v1,-0.16889339689016736,6,5
mlm_C1H4B2Na1_a8a9cd,CEH-v1,-0.3154371016944162,7,6
mlm_C1H4B2Na1_a8a9cd,CEH-v1,0.2647586379986259,8,11
mlm_H5B1F1As1Zr2Sb1_a9d831,CEH-v1,0.11155628433408582,1,1
mlm_H5B1F1As1Zr2Sb1_a9d831,CEH-v1,-0.22665121422034717,2,1
mlm_H5B1F1As1Zr2Sb1_a9d831,CEH-v1,-0.22879627986354412,3,1
mlm_H5B1F1As1Zr2Sb1_a9d831,CEH-v1,-0.2444521578506833,4,1
mlm_H5B1F1As1Zr2Sb1_a9d831,CEH-v1,-0.002353261538566853,5,1
mlm_H5B1F1As1Zr2Sb1_a9d831,CEH-v1,0.2549055746560063,6,5
mlm_H5B1F1As1Zr2Sb1_a9d831,CEH-v1,-0.15625142163142813,7,9
mlm_H5B1F1As1Zr2Sb1_a9d831,CEH-v1,-0.21919016934416735,8,33
mlm_H5B1F1As1Zr2Sb1_a9d831,CEH-v1,0.7655864156436836,9,40
mlm_H5B1F1As1Zr2Sb1_a9d831,CEH-v1,0.8381118359741138,10,40
mlm_H5B1F1As1Zr2Sb1_a9d831,CEH-v1,0.10753439384085343,11,51
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,-0.3116930475272641,1,1
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,-0.01593408605901736,2,1
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,-0.06976522203726132,3,1
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,-0.24747136846681683,4,1
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,-0.3116746996358324,5,1
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,0.17561739162447104,6,3
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,0.18620708206861225,7,3
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,-0.16316915343469973,8,6
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,0.3591001151278572,9,12
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,-0.25253096222851107,10,15
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,-0.48637314733639836,11,15
mlm_C1H5Li2Mg1P2Po1_3c0012,CEH-v1,0.1376870979048515,12,84
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,GFN1-xTB,-0.10444387,1,1
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,GFN1-xTB,-0.21702565,2,1
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,GFN1-xTB,0.57130718,3,4
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,GFN1-xTB,0.29767163,4,4
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,GFN1-xTB,-0.65719726,5,8
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,GFN1-xTB,0.51549367,6,41
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,GFN1-xTB,-0.66426766,7,44
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,GFN1-xTB,0.25846196,8,47
mlm_H4N1Ti1Sb2Pt1_1d00de,GFN1-xTB,-0.00489932,1,1
mlm_H4N1Ti1Sb2Pt1_1d00de,GFN1-xTB,-0.15350643,2,1
mlm_H4N1Ti1Sb2Pt1_1d00de,GFN1-xTB,0.01367171,3,1
mlm_H4N1Ti1Sb2Pt1_1d00de,GFN1-xTB,-0.09543589,4,1
mlm_H4N1Ti1Sb2Pt1_1d00de,GFN1-xTB,-0.23537505,5,7
mlm_H4N1Ti1Sb2Pt1_1d00de,GFN1-xTB,0.72991588,6,22
mlm_H4N1Ti1Sb2Pt1_1d00de,GFN1-xTB,0.3982859,7,51
mlm_H4N1Ti1Sb2Pt1_1d00de,GFN1-xTB,0.37764219,8,51
mlm_H4N1Ti1Sb2Pt1_1d00de,GFN1-xTB,-0.03029899,9,78
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,GFN1-xTB,0.42075714,1,1
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,GFN1-xTB,-0.22325596,2,1
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,GFN1-xTB,-0.10798435,3,1
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,GFN1-xTB,0.22471259,4,3
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,GFN1-xTB,0.20003824,5,3
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,GFN1-xTB,-0.5141014,6,9
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,GFN1-xTB,-0.53832178,7,9
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,GFN1-xTB,0.02901922,8,10
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,GFN1-xTB,-0.13019804,9,29
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,GFN1-xTB,-0.35968021,10,29
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,GFN1-xTB,-0.00098544,11,80
mlm_H3F2Si2Cl1Sr1Au2_5f845d,GFN1-xTB,-0.10267197,1,1
mlm_H3F2Si2Cl1Sr1Au2_5f845d,GFN1-xTB,-0.22304164,2,1
mlm_H3F2Si2Cl1Sr1Au2_5f845d,GFN1-xTB,-0.09680806,3,1
mlm_H3F2Si2Cl1Sr1Au2_5f845d,GFN1-xTB,-0.58156526,4,9
mlm_H3F2Si2Cl1Sr1Au2_5f845d,GFN1-xTB,-0.22283851,5,9
mlm_H3F2Si2Cl1Sr1Au2_5f845d,GFN1-xTB,0.47385388,6,14
mlm_H3F2Si2Cl1Sr1Au2_5f845d,GFN1-xTB,0.27194844,7,14
mlm_H3F2Si2Cl1Sr1Au2_5f845d,GFN1-xTB,-0.18077687,8,17
mlm_H3F2Si2Cl1Sr1Au2_5f845d,GFN1-xTB,0.78952712,9,38
mlm_H3F2Si2Cl1Sr1Au2_5f845d,GFN1-xTB,0.01697963,10,79
mlm_H3F2Si2Cl1Sr1Au2_5f845d,GFN1-xTB,-0.14460675,11,79
mlm_H3O1Mg2Ag2_627aae,GFN1-xTB,-0.03515027,1,1
mlm_H3O1Mg2Ag2_627aae,GFN1-xTB,-0.13946692,2,1
mlm_H3O1Mg2Ag2_627aae,GFN1-xTB,-0.08108598,3,1
mlm_H3O1Mg2Ag2_627aae,GFN1-xTB,-0.71512436,4,8
mlm_H3O1Mg2Ag2_627aae,GFN1-xTB,0.49471905,5,12
mlm_H3O1Mg2Ag2_627aae,GFN1-xTB,0.51941676,6,12
mlm_H3O1Mg2Ag2_627aae,GFN1-xTB,0.53303527,7,47
mlm_H3O1Mg2Ag2_627aae,GFN1-xTB,0.42365645,8,47
mlm_H3O2Ge1Se2Sr1_b6381d,GFN1-xTB,-0.10896408,1,1
mlm_H3O2Ge1Se2Sr1_b6381d,GFN1-xTB,-0.09758096,2,1
mlm_H3O2Ge1Se2Sr1_b6381d,GFN1-xTB,-0.0966533,3,1
mlm_H3O2Ge1Se2Sr1_b6381d,GFN1-xTB,-0.68573301,4,8
mlm_H3O2Ge1Se2Sr1_b6381d,GFN1-xTB,-0.68473639,5,8
mlm_H3O2Ge1Se2Sr1_b6381d,GFN1-xTB,-0.09376944,6,32
mlm_H3O2Ge1Se2Sr1_b6381d,GFN1-xTB,-0.17331522,7,34
mlm_H3O2Ge1Se2Sr1_b6381d,GFN1-xTB,0.25901786,8,34
mlm_H3O2Ge1Se2Sr1_b6381d,GFN1-xTB,0.68173456,9,38
mlm_C2H2F2Rb1Tl1_188f4b,GFN1-xTB,0.04829498,1,1
mlm_C2H2F2Rb1Tl1_188f4b,GFN1-xTB,-0.2486393,2,1
mlm_C2H2F2Rb1Tl1_188f4b,GFN1-xTB,-0.39324804,3,6
mlm_C2H2F2Rb1Tl1_188f4b,GFN1-xTB,0.43461899,4,6
mlm_C2H2F2Rb1Tl1_188f4b,GFN1-xTB,-0.26692302,5,9
mlm_C2H2F2Rb1Tl1_188f4b,GFN1-xTB,-0.28599741,6,9
mlm_C2H2F2Rb1Tl1_188f4b,GFN1-xTB,0.44563614,7,37
mlm_C2H2F2Rb1Tl1_188f4b,GFN1-xTB,0.26625767,8,81
mlm_H2B2Cl1Rb1Sn2_0d0373,GFN1-xTB,-0.05782393,1,1
mlm_H2B2Cl1Rb1Sn2_0d0373,GFN1-xTB,-0.0758047,2,1
mlm_H2B2Cl1Rb1Sn2_0d0373,GFN1-xTB,0.04963936,3,5
mlm_H2B2Cl1Rb1Sn2_0d0373,GFN1-xTB,-0.00498732,4,5
mlm_H2B2Cl1Rb1Sn2_0d0373,GFN1-xTB,-0.24032038,5,17
mlm_H2B2Cl1Rb1Sn2_0d0373,GFN1-xTB,0.34786411,6,37
mlm_H2B2Cl1Rb1Sn2_0d0373,GFN1-xTB,-0.07487764,7,50
mlm_H2B2Cl1Rb1Sn2_0d0373,GFN1-xTB,0.05631051,8,50
mlm_C1H5N1O1Na1Tc2_2fecff,GFN1-xTB,0.09009596,1,1
mlm_C1H5N1O1Na1Tc2_2fecff,GFN1-xTB,0.10158344,2,1
mlm_C1H5N1O1Na1Tc2_2fecff,GFN1-xTB,-0.13954992,3,1
mlm_C1H5N1O1Na1Tc2_2fecff,GFN1-xTB,0.09367697,4,1
mlm_C1H5N1O1Na1Tc2_2fecff,GFN1-xTB,0.26663712,5,1
mlm_C1H5N1O1Na1Tc2_2fecff,GFN1-xTB,0.16307351,6,6
mlm_C1H5N1O1Na1Tc2_2fecff,GFN1-xTB,-0.39528416,7,7
mlm_C1H5N1O1Na1Tc2_2fecff,GFN1-xTB,-0.48978183,8,8
mlm_C1H5N1O1Na1Tc2_2fecff,GFN1-xTB,0.8234635,9,11
mlm_C1H5N1O1Na1Tc2_2fecff,GFN1-xTB,0.08265295,10,43
mlm_C1H5N1O1Na1Tc2_2fecff,GFN1-xTB,0.40343247,11,43
mlm_C1H2O2Al1Kr1Ba1_3238ec,GFN1-xTB,-0.14560097,1,1
mlm_C1H2O2Al1Kr1Ba1_3238ec,GFN1-xTB,-0.41316978,2,1
mlm_C1H2O2Al1Kr1Ba1_3238ec,GFN1-xTB,0.07686045,3,6
mlm_C1H2O2Al1Kr1Ba1_3238ec,GFN1-xTB,-0.46693852,4,8
mlm_C1H2O2Al1Kr1Ba1_3238ec,GFN1-xTB,-0.75666796,5,8
mlm_C1H2O2Al1Kr1Ba1_3238ec,GFN1-xTB,0.13358266,6,13
mlm_C1H2O2Al1Kr1Ba1_3238ec,GFN1-xTB,0.02160821,7,36
mlm_C1H2O2Al1Kr1Ba1_3238ec,GFN1-xTB,0.55032592,8,56
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,GFN1-xTB,-0.21954912,1,1
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,GFN1-xTB,0.28739013,2,3
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,GFN1-xTB,0.38819382,3,4
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,GFN1-xTB,-0.44910241,4,9
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,GFN1-xTB,-0.32722334,5,17
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,GFN1-xTB,-0.36171096,6,17
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,GFN1-xTB,0.7202657,7,20
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,GFN1-xTB,0.23307499,8,83
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,GFN1-xTB,0.72866119,9,83
mlm_H3He1F2Ne2K1Sr2_96b234,GFN1-xTB,-0.24465813,1,1
mlm_H3He1F2Ne2K1Sr2_96b234,GFN1-xTB,-0.274958,2,1
mlm_H3He1F2Ne2K1Sr2_96b234,GFN1-xTB,-0.25830069,3,1
mlm_H3He1F2Ne2K1Sr2_96b234,GFN1-xTB,0.07114966,4,2
mlm_H3He1F2Ne2K1Sr2_96b234,GFN1-xTB,-0.57019922,5,9
mlm_H3He1F2Ne2K1Sr2_96b234,GFN1-xTB,-0.54668793,6,9
mlm_H3He1F2Ne2K1Sr2_96b234,GFN1-xTB,0.02317256,7,10
mlm_H3He1F2Ne2K1Sr2_96b234,GFN1-xTB,0.02005693,8,10
mlm_H3He1F2Ne2K1Sr2_96b234,GFN1-xTB,0.16224165,9,19
mlm_H3He1F2Ne2K1Sr2_96b234,GFN1-xTB,0.75885802,10,38
mlm_H3He1F2Ne2K1Sr2_96b234,GFN1-xTB,0.85932514,11,38
mlm_H5F1Ne1K1Sr2_5dde59,GFN1-xTB,-0.23843703,1,1
mlm_H5F1Ne1K1Sr2_5dde59,GFN1-xTB,0.06591514,2,1
mlm_H5F1Ne1K1Sr2_5dde59,GFN1-xTB,-0.24039117,3,1
mlm_H5F1Ne1K1Sr2_5dde59,GFN1-xTB,-0.16749198,4,1
mlm_H5F1Ne1K1Sr2_5dde59,GFN1-xTB,0.05041184,5,1
mlm_H5F1Ne1K1Sr2_5dde59,GFN1-xTB,-0.53705266,6,9
mlm_H5F1Ne1K1Sr2_5dde59,GFN1-xTB,0.02928639,7,10
mlm_H5F1Ne1K1Sr2_5dde59,GFN1-xTB,0.09509078,8,19
mlm_H5F1Ne1K1Sr2_5dde59,GFN1-xTB,0.93032579,9,38
mlm_H5F1Ne1K1Sr2_5dde59,GFN1-xTB,1.01234289,10,38
mlm_C2H2P2Ru1Sb1_901c0c,GFN1-xTB,-0.24431589,1,1
mlm_C2H2P2Ru1Sb1_901c0c,GFN1-xTB,-0.03231963,2,1
mlm_C2H2P2Ru1Sb1_901c0c,GFN1-xTB,-0.28495717,3,6
mlm_C2H2P2Ru1Sb1_901c0c,GFN1-xTB,-0.16758098,4,6
mlm_C2H2P2Ru1Sb1_901c0c,GFN1-xTB,-0.09682029,5,15
mlm_C2H2P2Ru1Sb1_901c0c,GFN1-xTB,0.02402526,6,15
mlm_C2H2P2Ru1Sb1_901c0c,GFN1-xTB,-0.275286,7,44
mlm_C2H2P2Ru1Sb1_901c0c,GFN1-xTB,0.07725471,8,51
mlm_C2H4Tc1In1_513733,GFN1-xTB,-0.04537237,1,1
mlm_C2H4Tc1In1_513733,GFN1-xTB,-0.15716485,2,1
mlm_C2H4Tc1In1_513733,GFN1-xTB,0.05168235,3,1
mlm_C2H4Tc1In1_513733,GFN1-xTB,-0.1571049,4,1
mlm_C2H4Tc1In1_513733,GFN1-xTB,-0.1761745,5,6
mlm_C2H4Tc1In1_513733,GFN1-xTB,-0.18787507,6,6
mlm_C2H4Tc1In1_513733,GFN1-xTB,0.15433713,7,43
mlm_C2H4Tc1In1_513733,GFN1-xTB,0.51767222,8,49
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,-0.1324821,1,1
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,-0.05818247,2,1
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,0.00138722,3,1
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,0.08155956,4,1
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,-0.2001217,5,1
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,0.51090124,6,5
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,-0.00079781,7,5
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,-0.47301469,8,8
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,-0.69069026,9,8
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,0.06776512,10,15
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,-0.11640555,11,35
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,0.4433203,12,55
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,GFN1-xTB,0.56676114,13,82
mlm_H4N1B2As1Tc2_4165e3,GFN1-xTB,-0.10533015,1,1
mlm_H4N1B2As1Tc2_4165e3,GFN1-xTB,-0.0779601,2,1
mlm_H4N1B2As1Tc2_4165e3,GFN1-xTB,-0.10760523,3,1
mlm_H4N1B2As1Tc2_4165e3,GFN1-xTB,-0.068665,4,1
mlm_H4N1B2As1Tc2_4165e3,GFN1-xTB,0.23835574,5,5
mlm_H4N1B2As1Tc2_4165e3,GFN1-xTB,0.30338991,6,5
mlm_H4N1B2As1Tc2_4165e3,GFN1-xTB,-0.38251689,7,7
mlm_H4N1B2As1Tc2_4165e3,GFN1-xTB,0.07160903,8,33
mlm_H4N1B2As1Tc2_4165e3,GFN1-xTB,0.07708663,9,43
mlm_H4N1B2As1Tc2_4165e3,GFN1-xTB,0.05163606,10,43
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,GFN1-xTB,0.13184349,1,1
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,GFN1-xTB,0.55144198,2,3
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,GFN1-xTB,0.35763886,3,5
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,GFN1-xTB,-0.26637514,4,6
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,GFN1-xTB,-0.69183594,5,8
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,GFN1-xTB,0.58662454,6,12
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,GFN1-xTB,0.11420962,7,18
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,GFN1-xTB,0.21645258,8,86
mlm_H2O3Si1Ar1Ba1_34e661,GFN1-xTB,0.15241806,1,1
mlm_H2O3Si1Ar1Ba1_34e661,GFN1-xTB,0.43711627,2,1
mlm_H2O3Si1Ar1Ba1_34e661,GFN1-xTB,-0.28701695,3,8
mlm_H2O3Si1Ar1Ba1_34e661,GFN1-xTB,-0.44347336,4,8
mlm_H2O3Si1Ar1Ba1_34e661,GFN1-xTB,-0.41199448,5,8
mlm_H2O3Si1Ar1Ba1_34e661,GFN1-xTB,0.73000871,6,14
mlm_H2O3Si1Ar1Ba1_34e661,GFN1-xTB,0.52294285,7,18
mlm_H2O3Si1Ar1Ba1_34e661,GFN1-xTB,1.2999989,8,56
mlm_C2H2Be2F1Zn1Br2_0ed3bd,GFN1-xTB,0.24746658,1,1
mlm_C2H2Be2F1Zn1Br2_0ed3bd,GFN1-xTB,-0.02401353,2,1
mlm_C2H2Be2F1Zn1Br2_0ed3bd,GFN1-xTB,0.52311286,3,4
mlm_C2H2Be2F1Zn1Br2_0ed3bd,GFN1-xTB,0.31310752,4,4
mlm_C2H2Be2F1Zn1Br2_0ed3bd,GFN1-xTB,0.15672722,5,6
mlm_C2H2Be2F1Zn1Br2_0ed3bd,GFN1-xTB,-0.25758986,6,6
mlm_C2H2Be2F1Zn1Br2_0ed3bd,GFN1-xTB,-0.44200276,7,9
mlm_C2H2Be2F1Zn1Br2_0ed3bd,GFN1-xTB,0.41871026,8,30
mlm_C2H2Be2F1Zn1Br2_0ed3bd,GFN1-xTB,0.01150124,9,35
mlm_C2H2Be2F1Zn1Br2_0ed3bd,GFN1-xTB,0.05298046,10,35
mlm_H4F3Cu2Mo1_2b6c03,GFN1-xTB,-0.16422919,1,1
mlm_H4F3Cu2Mo1_2b6c03,GFN1-xTB,-0.0822676,2,1
mlm_H4F3Cu2Mo1_2b6c03,GFN1-xTB,-0.17805995,3,1
mlm_H4F3Cu2Mo1_2b6c03,GFN1-xTB,-0.12366865,4,1
mlm_H4F3Cu2Mo1_2b6c03,GFN1-xTB,-0.46761847,5,9
mlm_H4F3Cu2Mo1_2b6c03,GFN1-xTB,-0.45414527,6,9
mlm_H4F3Cu2Mo1_2b6c03,GFN1-xTB,-0.45448934,7,9
