CID,Method,Charge,Atom number,Atom type
mlm_H5He1Mg1Ru1Ag1_d9d064,CEH-v2,0.06013610992217844,8,44
mlm_H5He1Mg1Ru1Ag1_d9d064,CEH-v2,0.07408983421238347,9,47
mlm_H4O2Mo2_9d3cb1,CEH-v2,-0.3392301562729725,1,1
mlm_H4O2Mo2_9d3cb1,CEH-v2,-0.26275875004147653,2,1
mlm_H4O2Mo2_9d3cb1,CEH-v2,0.1453999552263271,3,1
mlm_H4O2Mo2_9d3cb1,CEH-v2,-0.26932170191861027,4,1
mlm_H4O2Mo2_9d3cb1,CEH-v2,-0.1667149134828303,5,8
mlm_H4O2Mo2_9d3cb1,CEH-v2,-0.2654740366776258,6,8
mlm_H4O2Mo2_9d3cb1,CEH-v2,0.7242967271416865,7,42
mlm_H4O2Mo2_9d3cb1,CEH-v2,0.43380287602549417,8,42
mlm_C1H2B3Rh2_c5623f,CEH-v2,-0.0525130424070579,1,1
mlm_C1H2B3Rh2_c5623f,CEH-v2,-0.0918659078589974,2,1
mlm_C1H2B3Rh2_c5623f,CEH-v2,-0.14526452067200757,3,5
mlm_C1H2B3Rh2_c5623f,CEH-v2,-0.35294685683531624,4,5
mlm_C1H2B3Rh2_c5623f,CEH-v2,-0.2994313005016467,5,5
mlm_C1H2B3Rh2_c5623f,CEH-v2,-0.34341896670238037,6,6
mlm_C1H2B3Rh2_c5623f,CEH-v2,0.28953640725479657,7,45
mlm_C1H2B3Rh2_c5623f,CEH-v2,-0.004095812272665755,8,45
mlm_C2H5N1Mo2_86a769,CEH-v2,-0.3412594796386599,1,1
mlm_C2H5N1Mo2_86a769,CEH-v2,-0.26419786487612495,2,1
mlm_C2H5N1Mo2_86a769,CEH-v2,-0.35982634493431154,3,1
mlm_C2H5N1Mo2_86a769,CEH-v2,-0.03357159340614113,4,1
mlm_C2H5N1Mo2_86a769,CEH-v2,-0.4178091286283807,5,1
mlm_C2H5N1Mo2_86a769,CEH-v2,-0.16394098550812886,6,6
mlm_C2H5N1Mo2_86a769,CEH-v2,-0.6228778946040501,7,6
mlm_C2H5N1Mo2_86a769,CEH-v2,-0.30823548692977676,8,7
mlm_C2H5N1Mo2_86a769,CEH-v2,-0.019870721628072907,9,42
mlm_C2H5N1Mo2_86a769,CEH-v2,0.5315895001536601,10,42
mlm_H4S1Cl1Sb2_a65302,CEH-v2,-0.0651795300300384,1,1
mlm_H4S1Cl1Sb2_a65302,CEH-v2,0.11659041987115704,2,1
mlm_H4S1Cl1Sb2_a65302,CEH-v2,-0.10747518676915035,3,1
mlm_H4S1Cl1Sb2_a65302,CEH-v2,-0.06245788178850842,4,1
mlm_H4S1Cl1Sb2_a65302,CEH-v2,0.2652439768819217,5,16
mlm_H4S1Cl1Sb2_a65302,CEH-v2,-0.008661506826579818,6,17
mlm_H4S1Cl1Sb2_a65302,CEH-v2,0.37882815017524907,7,51
mlm_H4S1Cl1Sb2_a65302,CEH-v2,0.48311155848594256,8,51
mlm_H1N4Co1Pd1In1_4fb137,CEH-v2,0.07751525926082337,1,1
mlm_H1N4Co1Pd1In1_4fb137,CEH-v2,-0.09806899578464301,2,7
mlm_H1N4Co1Pd1In1_4fb137,CEH-v2,-0.3065356896307172,3,7
mlm_H1N4Co1Pd1In1_4fb137,CEH-v2,-0.6795020727947851,4,7
mlm_H1N4Co1Pd1In1_4fb137,CEH-v2,-0.3007965859473698,5,7
mlm_H1N4Co1Pd1In1_4fb137,CEH-v2,-0.1230871469035546,6,27
mlm_H1N4Co1Pd1In1_4fb137,CEH-v2,0.3427551727918863,7,46
mlm_H1N4Co1Pd1In1_4fb137,CEH-v2,0.08772005900835228,8,49
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,0.03325313366253657,1,1
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,0.037842429582159,2,1
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,-0.06893822865288857,3,1
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,0.03580928170232467,4,1
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,0.024449026805250518,5,1
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,-0.1430469479504719,6,1
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,0.07513271608139416,7,5
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,-0.15507039440199932,8,6
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,-0.03561078394600581,9,6
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,0.0423856340704063,10,6
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,0.46304751242616016,11,11
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,0.5275850707644512,12,11
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,0.032457283337116505,13,32
mlm_C3H6B1Na2Ge2_a37458,CEH-v2,0.13070426717587724,14,32
mlm_H4B2Na1P1Rh1Pb1_d507ff,CEH-v2,-0.04498898125905604,1,1
mlm_H4B2Na1P1Rh1Pb1_d507ff,CEH-v2,-0.09521093303452544,2,1
mlm_H4B2Na1P1Rh1Pb1_d507ff,CEH-v2,-0.09731796614164856,3,1
mlm_H4B2Na1P1Rh1Pb1_d507ff,CEH-v2,-0.0925859801594262,4,1
mlm_H4B2Na1P1Rh1Pb1_d507ff,CEH-v2,0.08780319783267831,5,5
mlm_H4B2Na1P1Rh1Pb1_d507ff,CEH-v2,-0.045959008171785776,6,5
mlm_H4B2Na1P1Rh1Pb1_d507ff,CEH-v2,0.5241022925830694,7,11
mlm_H4B2Na1P1Rh1Pb1_d507ff,CEH-v2,-0.09990006421569475,8,15
mlm_H4B2Na1P1Rh1Pb1_d507ff,CEH-v2,0.18749687581821206,9,45
mlm_H4B2Na1P1Rh1Pb1_d507ff,CEH-v2,0.6765605667482728,10,82
mlm_H2F1Ne2Ga1Rb1Sb1_4da0c9,CEH-v2,-0.07062498925577554,1,1
mlm_H2F1Ne2Ga1Rb1Sb1_4da0c9,CEH-v2,-0.26176370133352056,2,1
mlm_H2F1Ne2Ga1Rb1Sb1_4da0c9,CEH-v2,-0.20315259081860626,3,9
mlm_H2F1Ne2Ga1Rb1Sb1_4da0c9,CEH-v2,0.09481713317109453,4,10
mlm_H2F1Ne2Ga1Rb1Sb1_4da0c9,CEH-v2,0.10548526198255259,5,10
mlm_H2F1Ne2Ga1Rb1Sb1_4da0c9,CEH-v2,-0.2410784288972702,6,31
mlm_H2F1Ne2Ga1Rb1Sb1_4da0c9,CEH-v2,0.4666125434020384,7,37
mlm_H2F1Ne2Ga1Rb1Sb1_4da0c9,CEH-v2,0.10970479211146711,8,51
mlm_H1O2Ge2Zr1Sb1Pt1_00aa3e,CEH-v2,-0.041324540428305356,1,1
mlm_H1O2Ge2Zr1Sb1Pt1_00aa3e,CEH-v2,-0.2969103886544513,2,8
mlm_H1O2Ge2Zr1Sb1Pt1_00aa3e,CEH-v2,-0.36628329082508126,3,8
mlm_H1O2Ge2Zr1Sb1Pt1_00aa3e,CEH-v2,0.2359195238263293,4,32
mlm_H1O2Ge2Zr1Sb1Pt1_00aa3e,CEH-v2,0.5598453657863282,5,32
mlm_H1O2Ge2Zr1Sb1Pt1_00aa3e,CEH-v2,1.124737094181259,6,40
mlm_H1O2Ge2Zr1Sb1Pt1_00aa3e,CEH-v2,0.49323555287287035,7,51
mlm_H1O2Ge2Zr1Sb1Pt1_00aa3e,CEH-v2,0.29078068321231076,8,78
mlm_H2N2F1Zn1Ir2_d44c82,CEH-v2,0.11661561524520592,1,1
mlm_H2N2F1Zn1Ir2_d44c82,CEH-v2,-0.12774122941133847,2,1
mlm_H2N2F1Zn1Ir2_d44c82,CEH-v2,0.08992799848094668,3,7
mlm_H2N2F1Zn1Ir2_d44c82,CEH-v2,0.05728011549303935,4,7
mlm_H2N2F1Zn1Ir2_d44c82,CEH-v2,-0.03939470046599736,5,9
mlm_H2N2F1Zn1Ir2_d44c82,CEH-v2,0.3888873397582406,6,30
mlm_H2N2F1Zn1Ir2_d44c82,CEH-v2,0.05373086850684228,7,77
mlm_H2N2F1Zn1Ir2_d44c82,CEH-v2,0.46069399195829996,8,77
mlm_H1O2Al2Si1Ga1Hg1_749315,CEH-v2,-0.030125324037802326,1,1
mlm_H1O2Al2Si1Ga1Hg1_749315,CEH-v2,-0.38408230603520344,2,8
mlm_H1O2Al2Si1Ga1Hg1_749315,CEH-v2,-0.39508973405614656,3,8
mlm_H1O2Al2Si1Ga1Hg1_749315,CEH-v2,0.5130190638773129,4,13
mlm_H1O2Al2Si1Ga1Hg1_749315,CEH-v2,0.5099171473116002,5,13
mlm_H1O2Al2Si1Ga1Hg1_749315,CEH-v2,0.6293583302657008,6,14
mlm_H1O2Al2Si1Ga1Hg1_749315,CEH-v2,0.823021999921686,7,31
mlm_H1O2Al2Si1Ga1Hg1_749315,CEH-v2,0.3339808284159554,8,80
mlm_C2H5B1Co1Rb1Sr1_9bd53b,CEH-v2,0.002915302001589959,1,1
mlm_C2H5B1Co1Rb1Sr1_9bd53b,CEH-v2,0.029222794266591134,2,1
mlm_C2H5B1Co1Rb1Sr1_9bd53b,CEH-v2,-0.15170763031078183,3,1
mlm_C2H5B1Co1Rb1Sr1_9bd53b,CEH-v2,-0.06899720298612833,4,1
mlm_C2H5B1Co1Rb1Sr1_9bd53b,CEH-v2,0.0417911352993956,5,1
mlm_C2H5B1Co1Rb1Sr1_9bd53b,CEH-v2,-0.0734837814640088,6,5
mlm_C2H5B1Co1Rb1Sr1_9bd53b,CEH-v2,-0.3498717916585865,7,6
mlm_C2H5B1Co1Rb1Sr1_9bd53b,CEH-v2,-0.22165914712258927,8,6
mlm_C2H5B1Co1Rb1Sr1_9bd53b,CEH-v2,-0.2534527555499603,9,27
mlm_C2H5B1Co1Rb1Sr1_9bd53b,CEH-v2,0.4299651733715274,10,37
mlm_C2H5B1Co1Rb1Sr1_9bd53b,CEH-v2,0.615277904152816,11,38
mlm_H4F1Cl2Br1Rh2_701b1a,CEH-v2,0.02130727514324804,1,1
mlm_H4F1Cl2Br1Rh2_701b1a,CEH-v2,0.15733426688101748,2,1
mlm_H4F1Cl2Br1Rh2_701b1a,CEH-v2,0.19079360594405115,3,1
mlm_H4F1Cl2Br1Rh2_701b1a,CEH-v2,0.12361241343313445,4,1
mlm_H4F1Cl2Br1Rh2_701b1a,CEH-v2,-0.07785028778622105,5,9
mlm_H4F1Cl2Br1Rh2_701b1a,CEH-v2,-0.30338681260149364,6,17
mlm_H4F1Cl2Br1Rh2_701b1a,CEH-v2,-0.12074922848249725,7,17
mlm_H4F1Cl2Br1Rh2_701b1a,CEH-v2,-0.3225695976090535,8,35
mlm_H4F1Cl2Br1Rh2_701b1a,CEH-v2,0.07642546825342289,9,45
mlm_H4F1Cl2Br1Rh2_701b1a,CEH-v2,0.2550828968244223,10,45
mlm_H2Li1B2F2Ag1_6f1063,CEH-v2,-0.04392369016951814,1,1
mlm_H2Li1B2F2Ag1_6f1063,CEH-v2,-0.04616362085755199,2,1
mlm_H2Li1B2F2Ag1_6f1063,CEH-v2,0.413816648669833,3,3
mlm_H2Li1B2F2Ag1_6f1063,CEH-v2,0.25831636171713357,4,5
mlm_H2Li1B2F2Ag1_6f1063,CEH-v2,-0.3830509200690828,5,5
mlm_H2Li1B2F2Ag1_6f1063,CEH-v2,-0.18899986347146003,6,9
mlm_H2Li1B2F2Ag1_6f1063,CEH-v2,-0.18881040129088578,7,9
mlm_H2Li1B2F2Ag1_6f1063,CEH-v2,0.17881548610411802,8,47
mlm_H2O2He2Ne1Na2_60ebfa,CEH-v2,-0.5017007843002268,1,1
mlm_H2O2He2Ne1Na2_60ebfa,CEH-v2,0.1218235160309068,2,1
mlm_H2O2He2Ne1Na2_60ebfa,CEH-v2,0.07103629787018084,3,2
mlm_H2O2He2Ne1Na2_60ebfa,CEH-v2,0.07361439320830887,4,2
mlm_H2O2He2Ne1Na2_60ebfa,CEH-v2,-0.42794036372899,5,8
mlm_H2O2He2Ne1Na2_60ebfa,CEH-v2,-0.13868850739127447,6,8
mlm_H2O2He2Ne1Na2_60ebfa,CEH-v2,0.08770644320660126,7,10
mlm_H2O2He2Ne1Na2_60ebfa,CEH-v2,0.41246732207737385,8,11
mlm_H2O2He2Ne1Na2_60ebfa,CEH-v2,0.3016816830325947,9,11
mlm_H6Be1Si1Se1Hf1_9a6a0f,CEH-v2,-0.17296780764167674,1,1
mlm_H6Be1Si1Se1Hf1_9a6a0f,CEH-v2,-0.18525781924912144,2,1
mlm_H6Be1Si1Se1Hf1_9a6a0f,CEH-v2,-0.040438350216983165,3,1
mlm_H6Be1Si1Se1Hf1_9a6a0f,CEH-v2,-0.18473756742777647,4,1
mlm_H6Be1Si1Se1Hf1_9a6a0f,CEH-v2,-0.04003308507438863,5,1
mlm_H6Be1Si1Se1Hf1_9a6a0f,CEH-v2,-0.07318877345758001,6,1
mlm_H6Be1Si1Se1Hf1_9a6a0f,CEH-v2,0.28009094473688956,7,4
mlm_H6Be1Si1Se1Hf1_9a6a0f,CEH-v2,0.21945065828658872,8,14
mlm_H6Be1Si1Se1Hf1_9a6a0f,CEH-v2,-0.33307146621843975,9,34
mlm_H6Be1Si1Se1Hf1_9a6a0f,CEH-v2,0.5301532662860342,10,72
mlm_H5Ge1As2Sr1Cs1_b6c49a,CEH-v2,-0.00017024112305175088,1,1
mlm_H5Ge1As2Sr1Cs1_b6c49a,CEH-v2,-0.3697747669632927,2,1
mlm_H5Ge1As2Sr1Cs1_b6c49a,CEH-v2,0.02777938805212199,3,1
mlm_H5Ge1As2Sr1Cs1_b6c49a,CEH-v2,-0.36433123140527823,4,1
mlm_H5Ge1As2Sr1Cs1_b6c49a,CEH-v2,-0.060250218003562894,5,1
mlm_H5Ge1As2Sr1Cs1_b6c49a,CEH-v2,-0.10913659174113133,6,32
mlm_H5Ge1As2Sr1Cs1_b6c49a,CEH-v2,-0.21215905637508603,7,33
mlm_H5Ge1As2Sr1Cs1_b6c49a,CEH-v2,0.05322173601614887,8,33
mlm_H5Ge1As2Sr1Cs1_b6c49a,CEH-v2,0.4361186517380984,9,38
mlm_H5Ge1As2Sr1Cs1_b6c49a,CEH-v2,0.5987023298050382,10,55
mlm_H4K2In2_b5b1fe,CEH-v2,-0.4508593424884302,1,1
mlm_H4K2In2_b5b1fe,CEH-v2,-0.16749931678962904,2,1
mlm_H4K2In2_b5b1fe,CEH-v2,0.0772649699156428,3,1
mlm_H4K2In2_b5b1fe,CEH-v2,0.08456408286314321,4,1
mlm_H4K2In2_b5b1fe,CEH-v2,0.5543841295459795,5,19
mlm_H4K2In2_b5b1fe,CEH-v2,0.37271885852732456,6,19
mlm_H4K2In2_b5b1fe,CEH-v2,0.7643357440423182,7,49
mlm_H4K2In2_b5b1fe,CEH-v2,0.7650908734187384,8,49
mlm_H3Au2Bi1Po2_850eea,CEH-v2,-0.09267293214349248,1,1
mlm_H3Au2Bi1Po2_850eea,CEH-v2,0.008668976248831783,2,1
mlm_H3Au2Bi1Po2_850eea,CEH-v2,0.010885046405814558,3,1
mlm_H3Au2Bi1Po2_850eea,CEH-v2,-0.23833307482651123,4,79
mlm_H3Au2Bi1Po2_850eea,CEH-v2,-0.09007590621565931,5,79
mlm_H3Au2Bi1Po2_850eea,CEH-v2,0.4193963250447731,6,83
mlm_H3Au2Bi1Po2_850eea,CEH-v2,-0.05612382834613486,7,84
mlm_H3Au2Bi1Po2_850eea,CEH-v2,0.038255393852759306,8,84
mlm_H5O2Ru2Pt1_5eb3dc,CEH-v2,-0.24209180857158308,1,1
mlm_H5O2Ru2Pt1_5eb3dc,CEH-v2,-0.23103069317081504,2,1
mlm_H5O2Ru2Pt1_5eb3dc,CEH-v2,-0.19615929004138177,3,1
mlm_H5O2Ru2Pt1_5eb3dc,CEH-v2,0.07659767363431658,4,1
mlm_H5O2Ru2Pt1_5eb3dc,CEH-v2,-0.19434168668860208,5,1
mlm_H5O2Ru2Pt1_5eb3dc,CEH-v2,-0.024650327930425542,6,8
mlm_H5O2Ru2Pt1_5eb3dc,CEH-v2,-0.15645899098972582,7,8
mlm_H5O2Ru2Pt1_5eb3dc,CEH-v2,0.191486856540257,8,44
mlm_H5O2Ru2Pt1_5eb3dc,CEH-v2,0.258953056598505,9,44
mlm_H5O2Ru2Pt1_5eb3dc,CEH-v2,-0.4823048159942158,10,78
mlm_H5O3Ga2Sb1_3d8f29,CEH-v2,-0.07495080737391935,1,1
mlm_H5O3Ga2Sb1_3d8f29,CEH-v2,0.033769167188129834,2,1
mlm_H5O3Ga2Sb1_3d8f29,CEH-v2,0.20563160514454937,3,1
mlm_H5O3Ga2Sb1_3d8f29,CEH-v2,-0.07449587522073142,4,1
mlm_H5O3Ga2Sb1_3d8f29,CEH-v2,0.1993517512372841,5,1
mlm_H5O3Ga2Sb1_3d8f29,CEH-v2,-0.18003044160464454,6,8
mlm_H5O3Ga2Sb1_3d8f29,CEH-v2,-0.2686185774170884,7,8
mlm_H5O3Ga2Sb1_3d8f29,CEH-v2,-0.17246317145684853,8,8
mlm_H5O3Ga2Sb1_3d8f29,CEH-v2,0.6376245698744011,9,31
mlm_H5O3Ga2Sb1_3d8f29,CEH-v2,0.9599520355908405,10,31
mlm_H5O3Ga2Sb1_3d8f29,CEH-v2,0.7342297440521162,11,51
mlm_H4F1P1Ni1Ge2Br1Tl1_cf08c0,CEH-v2,0.026168028080028605,1,1
mlm_H4F1P1Ni1Ge2Br1Tl1_cf08c0,CEH-v2,-0.010045824733785791,2,1
mlm_H4F1P1Ni1Ge2Br1Tl1_cf08c0,CEH-v2,-0.007681412002091381,3,1
mlm_H4F1P1Ni1Ge2Br1Tl1_cf08c0,CEH-v2,-0.03568785789616613,4,1
mlm_H4F1P1Ni1Ge2Br1Tl1_cf08c0,CEH-v2,-0.08770920711100971,5,9
mlm_H4F1P1Ni1Ge2Br1Tl1_cf08c0,CEH-v2,-0.06022419528194173,6,15
mlm_H4F1P1Ni1Ge2Br1Tl1_cf08c0,CEH-v2,0.24409406155892732,7,28
mlm_H4F1P1Ni1Ge2Br1Tl1_cf08c0,CEH-v2,0.6673845150405248,8,32
mlm_H4F1P1Ni1Ge2Br1Tl1_cf08c0,CEH-v2,0.037572349334556665,9,32
mlm_H4F1P1Ni1Ge2Br1Tl1_cf08c0,CEH-v2,0.11599481036096004,10,35
mlm_H4F1P1Ni1Ge2Br1Tl1_cf08c0,CEH-v2,1.1101347326607105,11,81
mlm_C1H3B2W2_06e97c,CEH-v2,-0.4778907113526565,1,1
mlm_C1H3B2W2_06e97c,CEH-v2,-0.04794651043404574,2,1
mlm_C1H3B2W2_06e97c,CEH-v2,-0.4751236341344789,3,1
mlm_C1H3B2W2_06e97c,CEH-v2,-0.15811008791123138,4,5
mlm_C1H3B2W2_06e97c,CEH-v2,-0.23905302295733977,5,5
mlm_C1H3B2W2_06e97c,CEH-v2,-0.33929543309850785,6,6
mlm_C1H3B2W2_06e97c,CEH-v2,0.6548203069562775,7,74
mlm_C1H3B2W2_06e97c,CEH-v2,0.08259910493643013,8,74
mlm_H4O4Na2In1_b097ce,CEH-v2,-0.4631884639822348,1,1
mlm_H4O4Na2In1_b097ce,CEH-v2,0.08729584201674301,2,1
mlm_H4O4Na2In1_b097ce,CEH-v2,0.06747595109960203,3,1
mlm_H4O4Na2In1_b097ce,CEH-v2,0.07544424211481615,4,1
mlm_H4O4Na2In1_b097ce,CEH-v2,-0.2678886483038645,5,8
mlm_H4O4Na2In1_b097ce,CEH-v2,-0.044213482755003586,6,8
mlm_H4O4Na2In1_b097ce,CEH-v2,-0.7158343718568516,7,8
mlm_H4O4Na2In1_b097ce,CEH-v2,-0.44556899212826284,8,8
mlm_H4O4Na2In1_b097ce,CEH-v2,0.2677556177109378,9,11
mlm_H4O4Na2In1_b097ce,CEH-v2,0.35081763227127677,10,11
mlm_H4O4Na2In1_b097ce,CEH-v2,0.08790467381284328,11,49
mlm_H2Li1B2F2Ni1Cu1Sb1_04520a,CEH-v2,-0.03943678486460023,1,1
mlm_H2Li1B2F2Ni1Cu1Sb1_04520a,CEH-v2,-0.12314362542104162,2,1
mlm_H2Li1B2F2Ni1Cu1Sb1_04520a,CEH-v2,0.473705629828903,3,3
mlm_H2Li1B2F2Ni1Cu1Sb1_04520a,CEH-v2,0.017674644273147244,4,5
mlm_H2Li1B2F2Ni1Cu1Sb1_04520a,CEH-v2,0.49576845754455134,5,5
mlm_H2Li1B2F2Ni1Cu1Sb1_04520a,CEH-v2,-0.3692934577761784,6,9
mlm_H2Li1B2F2Ni1Cu1Sb1_04520a,CEH-v2,-0.016184218453623833,7,9
mlm_H2Li1B2F2Ni1Cu1Sb1_04520a,CEH-v2,0.15693031138560487,8,28
mlm_H2Li1B2F2Ni1Cu1Sb1_04520a,CEH-v2,0.23157670247563933,9,29
mlm_H2Li1B2F2Ni1Cu1Sb1_04520a,CEH-v2,0.17240234100760002,10,51
mlm_H6S1Rh1_c2a73b,CEH-v2,0.07755760833675807,1,1
mlm_H6S1Rh1_c2a73b,CEH-v2,0.08114702560022224,2,1
mlm_H6S1Rh1_c2a73b,CEH-v2,0.11296072564132387,3,1
mlm_H6S1Rh1_c2a73b,CEH-v2,0.1746411739857645,4,1
mlm_H6S1Rh1_c2a73b,CEH-v2,0.16749248079995227,5,1
mlm_H6S1Rh1_c2a73b,CEH-v2,0.12211793304191854,6,1
mlm_H6S1Rh1_c2a73b,CEH-v2,0.16064366899335486,7,16
mlm_H6S1Rh1_c2a73b,CEH-v2,0.10343938359985327,8,45
mlm_C1H3O2Ca1Bi1_41db0c,CEH-v2,0.2520282279609869,1,1
mlm_C1H3O2Ca1Bi1_41db0c,CEH-v2,0.036127106050485414,2,1
mlm_C1H3O2Ca1Bi1_41db0c,CEH-v2,0.25875315091217654,3,1
mlm_C1H3O2Ca1Bi1_41db0c,CEH-v2,-0.2518975359565072,4,6
mlm_C1H3O2Ca1Bi1_41db0c,CEH-v2,-0.4194113827496757,5,8
mlm_C1H3O2Ca1Bi1_41db0c,CEH-v2,-0.2236172043098621,6,8
mlm_C1H3O2Ca1Bi1_41db0c,CEH-v2,1.1663359893703165,7,20
mlm_C1H3O2Ca1Bi1_41db0c,CEH-v2,1.1816816487220314,8,83
mlm_H3He2Rh1Ag1Cs2_de5fb9,CEH-v2,-0.15057806726983713,1,1
mlm_H3He2Rh1Ag1Cs2_de5fb9,CEH-v2,-0.07392140177243012,2,1
mlm_H3He2Rh1Ag1Cs2_de5fb9,CEH-v2,-0.07456614692003916,3,1
mlm_H3He2Rh1Ag1Cs2_de5fb9,CEH-v2,0.12189593280151034,4,2
mlm_H3He2Rh1Ag1Cs2_de5fb9,CEH-v2,0.1216773637935038,5,2
mlm_H3He2Rh1Ag1Cs2_de5fb9,CEH-v2,-0.3142308145090764,6,45
mlm_H3He2Rh1Ag1Cs2_de5fb9,CEH-v2,0.29711745227541453,7,47
mlm_H3He2Rh1Ag1Cs2_de5fb9,CEH-v2,0.48679799450375394,8,55
mlm_H3He2Rh1Ag1Cs2_de5fb9,CEH-v2,0.5858076711857619,9,55
mlm_C1H6P2In1Tl1_110313,CEH-v2,-0.1942089739581676,1,1
mlm_C1H6P2In1Tl1_110313,CEH-v2,0.0038439284754315795,2,1
mlm_C1H6P2In1Tl1_110313,CEH-v2,-0.023194091992883248,3,1
mlm_C1H6P2In1Tl1_110313,CEH-v2,-0.19659402292803008,4,1
mlm_C1H6P2In1Tl1_110313,CEH-v2,-0.05776717114349594,5,1
mlm_C1H6P2In1Tl1_110313,CEH-v2,0.0036480150657101085,6,1
mlm_C1H6P2In1Tl1_110313,CEH-v2,-0.03321488283463414,7,6
mlm_C1H6P2In1Tl1_110313,CEH-v2,-0.19631666277456417,8,15
mlm_C1H6P2In1Tl1_110313,CEH-v2,0.06926575283187907,9,15
mlm_C1H6P2In1Tl1_110313,CEH-v2,-0.09808969171196169,10,49
mlm_C1H6P2In1Tl1_110313,CEH-v2,0.7226278009707193,11,81
mlm_H5O1Ge2Ru2_66a924,CEH-v2,-0.23144819375355263,1,1
mlm_H5O1Ge2Ru2_66a924,CEH-v2,-0.1172316429157696,2,1
mlm_H5O1Ge2Ru2_66a924,CEH-v2,-0.09836525138995822,3,1
mlm_H5O1Ge2Ru2_66a924,CEH-v2,-0.12817481422840027,4,1
mlm_H5O1Ge2Ru2_66a924,CEH-v2,-0.3044951837060832,5,1
mlm_H5O1Ge2Ru2_66a924,CEH-v2,-0.22918284192489558,6,8
mlm_H5O1Ge2Ru2_66a924,CEH-v2,0.09973647550516579,7,32
mlm_H5O1Ge2Ru2_66a924,CEH-v2,0.3933734415863474,8,32
mlm_H5O1Ge2Ru2_66a924,CEH-v2,0.76209256029129,9,44
mlm_H5O1Ge2Ru2_66a924,CEH-v2,0.8536954497603807,10,44
mlm_H3B2P1As1Ag1_9af1d4,CEH-v2,-0.008757768188992543,1,1
mlm_H3B2P1As1Ag1_9af1d4,CEH-v2,0.019096443864430324,2,1
mlm_H3B2P1As1Ag1_9af1d4,CEH-v2,-0.02801561366356964,3,1
mlm_H3B2P1As1Ag1_9af1d4,CEH-v2,-0.27265918475771134,4,5
mlm_H3B2P1As1Ag1_9af1d4,CEH-v2,-0.04892343552488443,5,5
mlm_H3B2P1As1Ag1_9af1d4,CEH-v2,-0.06513954355436924,6,15
mlm_H3B2P1As1Ag1_9af1d4,CEH-v2,-0.02949540007129689,7,33
mlm_H3B2P1As1Ag1_9af1d4,CEH-v2,0.43389450189638656,8,47
mlm_H3B2Ca2Br1_2ad277,CEH-v2,-0.045046411062279246,1,1
mlm_H3B2Ca2Br1_2ad277,CEH-v2,-0.03365035143657891,2,1
mlm_H3B2Ca2Br1_2ad277,CEH-v2,-0.24545786671909386,3,1
mlm_H3B2Ca2Br1_2ad277,CEH-v2,0.28396231575820585,4,5
mlm_H3B2Ca2Br1_2ad277,CEH-v2,-0.025130420565730338,5,5
mlm_H3B2Ca2Br1_2ad277,CEH-v2,0.870833807021182,6,20
mlm_H3B2Ca2Br1_2ad277,CEH-v2,1.1079840689182636,7,20
mlm_H3B2Ca2Br1_2ad277,CEH-v2,0.08650485808601874,8,35
mlm_C1H3B1Na2Si1_227f17,CEH-v2,-0.3147338884126665,1,1
mlm_C1H3B1Na2Si1_227f17,CEH-v2,-0.133565257608947,2,1
mlm_C1H3B1Na2Si1_227f17,CEH-v2,-0.056852653547357246,3,1
mlm_C1H3B1Na2Si1_227f17,CEH-v2,0.04874073558070102,4,5
mlm_C1H3B1Na2Si1_227f17,CEH-v2,-0.360669409583408,5,6
mlm_C1H3B1Na2Si1_227f17,CEH-v2,0.3512068765642349,6,11
mlm_C1H3B1Na2Si1_227f17,CEH-v2,0.3622828842154666,7,11
mlm_C1H3B1Na2Si1_227f17,CEH-v2,0.10359071279198107,8,14
mlm_H1N1O1B1F1Ca1Pb1At1_ea3e55,CEH-v2,0.08863200163046925,1,1
mlm_H1N1O1B1F1Ca1Pb1At1_ea3e55,CEH-v2,0.200214867699964,2,5
mlm_H1N1O1B1F1Ca1Pb1At1_ea3e55,CEH-v2,-0.2850840141381288,3,7
mlm_H1N1O1B1F1Ca1Pb1At1_ea3e55,CEH-v2,-0.26355752540588884,4,8
mlm_H1N1O1B1F1Ca1Pb1At1_ea3e55,CEH-v2,-0.07422914447035955,5,9
mlm_H1N1O1B1F1Ca1Pb1At1_ea3e55,CEH-v2,0.6980367375518608,6,20
mlm_H1N1O1B1F1Ca1Pb1At1_ea3e55,CEH-v2,0.4291097100090343,7,82
mlm_H1N1O1B1F1Ca1Pb1At1_ea3e55,CEH-v2,0.20687737155789643,8,85
mlm_C2H4Al2P2Tc1I1_5a5f9b,CEH-v2,-0.04103210207439645,1,1
